,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Y. Tielemans,0,0,0,0,0,1,0,0,24,1,3,0,0,2,1,Aston Villa FC
1,Douglas Luiz,2,0,0,0,3,3,2,1,61,3,2,0,0,4,1,Aston Villa FC
2,Álex Moreno,0,0,0,1,0,0,0,0,27,1,1,0,1,1,1,Aston Villa FC
3,Pau Torres,0,0,0,0,0,0,0,0,40,0,0,0,1,0,1,Aston Villa FC
4,C. Lenglet,0,0,0,0,0,0,0,0,84,0,0,0,0,2,1,Aston Villa FC
5,J. McGinn,0,1,0,0,1,0,0,0,42,5,3,0,0,2,1,Aston Villa FC
6,J. Ramsey,0,1,0,0,0,2,0,0,40,0,1,0,1,0,,
7,M. Cash,0,0,0,0,0,1,0,0,54,0,2,0,2,0,1,Aston Villa FC
8,L. Bailey,1,1,0,0,1,3,2,1,26,1,0,1,2,1,1,Aston Villa FC
9,O. Watkins,1,0,0,0,1,4,2,1,11,0,0,0,0,3,1,Aston Villa FC
10,E. Martínez,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,Aston Villa FC
11,C. Chambers,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,Aston Villa FC
12,L. Digne,0,0,0,0,0,1,0,1,23,2,1,0,0,1,1,Aston Villa FC
13,N. Zaniolo,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Aston Villa FC
14,M. Rogers,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,Aston Villa FC
15,M. Diaby,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Aston Villa FC
16,N. Williams,0,0,0,0,2,0,0,0,34,1,2,0,0,1,0,Nottingham Forest FC
17,M. Sels,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,Nottingham Forest FC
18,Murillo,0,0,0,1,0,0,0,0,32,0,0,0,1,0,0,Nottingham Forest FC
19,M. Niakhaté,1,0,0,0,0,1,1,0,41,0,3,0,0,1,0,Nottingham Forest FC
20,C. Hudson-Odoi,0,0,0,0,0,4,1,1,27,0,1,0,1,2,0,Nottingham Forest FC
21,M. Gibbs-White,1,0,0,0,0,1,1,0,24,3,1,0,2,0,0,Nottingham Forest FC
22,Danilo,0,0,0,0,0,1,0,0,46,0,2,0,1,1,0,Nottingham Forest FC
23,N. Domínguez,0,0,0,0,0,1,0,0,44,0,4,0,3,0,0,Nottingham Forest FC
24,T. Awoniyi,0,1,0,0,0,0,0,0,12,0,3,1,0,1,,
25,Felipe,0,0,0,1,0,0,0,0,20,0,2,0,2,0,0,Nottingham Forest FC
26,A. Elanga,0,0,0,0,0,1,0,0,12,2,3,0,0,1,0,Nottingham Forest FC
27,A. Omobamidele,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,Nottingham Forest FC
28,D. Origi,0,1,0,0,0,0,0,0,12,1,1,1,3,0,0,Nottingham Forest FC
29,H. Toffolo,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,Nottingham Forest FC
30,R. Yates,0,0,0,0,0,1,0,0,13,0,1,0,0,0,0,Nottingham Forest FC
31,G. Reyna,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,Nottingham Forest FC
