,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Richarlison,0,0,0,0,1,4,1,2,24,0,0,0,0,2,1,Tottenham Hotspur FC
1,R. Bentancur,0,0,0,0,0,1,0,1,28,0,2,0,0,1,1,Tottenham Hotspur FC
2,M. van de Ven,0,0,0,0,0,0,0,0,77,0,1,0,2,0,1,Tottenham Hotspur FC
3,C. Romero,0,0,0,0,0,0,0,0,60,0,1,0,1,0,1,Tottenham Hotspur FC
4,P. Sarr,1,0,0,1,1,3,1,2,48,0,0,0,2,1,1,Tottenham Hotspur FC
5,T. Werner,0,0,0,0,2,2,0,1,23,3,0,2,1,1,1,Tottenham Hotspur FC
6,G. Vicario,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,Tottenham Hotspur FC
7,D. Udogie,0,0,0,0,0,0,0,0,43,1,3,0,3,1,1,Tottenham Hotspur FC
8,J. Maddison,0,0,0,1,2,2,1,0,61,0,0,1,1,4,1,Tottenham Hotspur FC
9,Pedro Porro,0,0,0,0,1,0,0,0,37,8,3,0,0,0,1,Tottenham Hotspur FC
10,D. Kulusevski,0,0,0,0,2,1,1,0,25,5,0,1,1,1,1,Tottenham Hotspur FC
11,Y. Bissouma,0,0,0,0,0,0,0,0,17,0,0,0,2,0,1,Tottenham Hotspur FC
12,Son Heung-Min,0,1,0,0,0,0,0,0,12,1,0,0,0,0,1,Tottenham Hotspur FC
13,B. Johnson,1,0,0,0,0,2,2,0,12,0,0,0,1,2,1,Tottenham Hotspur FC
14,B. Davies,0,0,0,0,0,0,0,0,8,1,0,0,0,0,,
15,P. Højbjerg,0,0,0,0,0,1,0,0,12,1,0,0,0,0,1,Tottenham Hotspur FC
16,T. Lamptey,0,0,0,0,0,0,0,0,30,3,2,1,1,2,0,Brighton & Hove Albion FC
17,J. van Hecke,0,0,0,0,0,0,0,0,56,0,3,0,1,1,0,Brighton & Hove Albion FC
18,D. Welbeck,0,0,0,0,1,2,1,1,20,0,0,1,1,2,0,Brighton & Hove Albion FC
19,P. Groß,1,0,0,0,1,1,1,0,65,7,2,0,1,0,0,Brighton & Hove Albion FC
20,L. Dunk,0,0,0,1,0,0,0,0,55,0,1,0,2,0,0,Brighton & Hove Albion FC
21,P. Estupiñán,0,0,0,1,0,0,0,0,52,5,2,2,2,2,0,Brighton & Hove Albion FC
22,J. Steele,0,0,0,0,0,0,0,0,37,0,0,0,0,0,,
23,A. Lallana,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,Brighton & Hove Albion FC
24,B. Gilmour,0,0,0,0,0,0,0,0,56,0,1,0,1,2,,
25,F. Buonanotte,0,0,0,1,1,1,0,1,24,0,2,0,3,2,0,Brighton & Hove Albion FC
26,K. Mitoma,0,0,0,0,2,1,1,0,29,2,2,1,0,2,,
27,Ansu Fati,0,0,0,0,0,1,0,0,13,0,1,0,0,0,0,Brighton & Hove Albion FC
28,J. Veltman,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,Brighton & Hove Albion FC
29,E. Ferguson,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Brighton & Hove Albion FC
30,C. Baleba,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,Brighton & Hove Albion FC
31,B. Baker-Boaitey,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,
