,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,I. Grbić,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,Sheffield United FC
1,O. McBurnie,1,0,0,0,0,3,1,1,31,1,1,0,0,3,1,Sheffield United FC
2,O. Arblaster,0,0,0,1,0,0,0,0,51,1,2,0,2,0,1,Sheffield United FC
3,M. Holgate,0,0,0,0,0,0,0,0,25,1,1,0,0,1,1,Sheffield United FC
4,G. Hamer,0,1,0,0,1,2,1,0,39,6,1,0,2,2,1,Sheffield United FC
5,J. Bogle,1,0,0,0,0,1,1,0,25,1,1,0,1,0,1,Sheffield United FC
6,B. Osborn,0,0,0,0,3,1,0,0,33,5,3,0,0,1,1,Sheffield United FC
7,J. Robinson,0,0,0,1,1,2,2,0,28,2,0,0,2,0,1,Sheffield United FC
8,A. Ahmedhodžić,0,0,0,1,0,0,0,0,21,0,2,0,3,2,1,Sheffield United FC
9,A. Trusty,0,0,0,0,1,0,0,0,18,2,1,0,1,0,1,Sheffield United FC
10,B. Brereton,0,0,0,1,1,2,1,1,12,1,0,0,1,1,1,Sheffield United FC
11,J. McAtee,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,Sheffield United FC
12,Vinicius Souza,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Sheffield United FC
13,C. Archer,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,Sheffield United FC
14,E. Fernández,0,0,0,0,1,0,0,0,95,2,0,0,2,0,0,Chelsea FC
15,Thiago Silva,1,0,0,0,0,1,1,0,99,0,1,0,0,0,0,Chelsea FC
16,T. Chalobah,0,0,0,1,0,0,0,0,100,0,0,0,1,1,0,Chelsea FC
17,Marc Cucurella,0,0,0,1,0,0,0,0,46,0,1,0,1,2,0,Chelsea FC
18,A. Disasi,0,0,0,0,0,0,0,0,93,0,0,0,2,0,0,Chelsea FC
19,C. Gallagher,0,1,0,0,1,1,0,0,46,2,1,0,2,3,0,Chelsea FC
20,M. Caicedo,0,0,0,0,1,0,0,0,73,0,2,0,0,2,0,Chelsea FC
21,Đ. Petrović,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,Chelsea FC
22,N. Jackson,0,0,0,0,1,0,0,0,29,0,0,0,1,1,0,Chelsea FC
23,C. Palmer,0,1,0,0,1,2,1,1,34,4,1,0,0,1,0,Chelsea FC
24,N. Madueke,1,0,0,0,1,2,1,0,39,1,1,0,0,1,0,Chelsea FC
25,C. Chukwuemeka,0,0,0,0,0,0,0,0,8,0,3,0,1,1,0,Chelsea FC
26,M. Mudryk,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Chelsea FC
27,Benoît Ntambue Badiashile Mukinayi Baya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chelsea FC
28,Cesare Casadei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chelsea FC
