,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,J. Garner,0,0,0,0,0,0,0,0,25,5,4,0,1,0,1,Everton FC
1,J. Pickford,0,0,0,0,1,0,0,0,39,0,0,0,0,1,1,Everton FC
2,I. Gueye,0,0,0,1,0,0,0,0,11,1,1,0,1,0,1,Everton FC
3,J. Harrison,0,0,0,0,0,1,0,0,24,4,1,0,1,1,1,Everton FC
4,D. Calvert-Lewin,0,0,0,0,1,1,1,0,19,1,1,1,3,1,1,Everton FC
5,A. Young,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,Everton FC
6,J. Tarkowski,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,Everton FC
7,J. Branthwaite,0,0,0,1,0,0,0,0,24,0,4,0,1,2,1,Everton FC
8,V. Mykolenko,0,0,0,0,0,1,0,0,18,1,7,0,0,1,1,Everton FC
9,A. Doucouré,1,0,0,0,0,3,1,2,21,2,0,0,2,0,1,Everton FC
10,D. McNeil,0,0,0,0,2,1,1,0,17,5,1,1,1,2,1,Everton FC
11,N. Patterson,0,0,0,0,0,0,0,0,9,2,2,0,1,1,1,Everton FC
12,A. Onana,0,0,0,0,0,0,0,0,14,0,2,0,1,1,,Manchester United FC
13,Beto,0,0,0,0,0,1,1,0,5,0,0,0,0,0,1,Everton FC
14,L. Dobbin,1,0,0,0,0,1,1,0,1,0,0,0,0,1,,
15,A. Disasi,0,0,0,0,0,0,0,0,86,0,1,0,1,1,0,Chelsea FC
16,M. Mudryk,0,0,0,1,2,1,0,1,40,6,1,0,4,1,0,Chelsea FC
17,Robert Sánchez,0,0,0,0,0,0,0,0,37,0,0,0,0,0,,
18,Marc Cucurella,0,0,0,0,0,1,1,0,70,0,3,0,1,2,0,Chelsea FC
19,M. Caicedo,0,0,0,0,1,0,0,0,85,3,1,0,0,2,0,Chelsea FC
20,A. Broja,0,0,0,0,1,1,0,0,7,0,0,1,1,1,,Fulham FC
21,R. James,0,0,0,0,0,0,0,0,17,0,1,0,0,0,,
22,B. Badiashile,0,0,0,0,0,1,0,0,92,0,2,0,0,1,0,Chelsea FC
23,E. Fernández,0,0,0,0,0,2,1,1,35,0,2,0,0,1,0,Chelsea FC
24,C. Gallagher,0,0,0,0,0,1,0,1,92,2,5,0,0,1,0,Chelsea FC
25,C. Palmer,0,0,0,1,3,5,2,1,53,2,1,0,2,1,0,Chelsea FC
26,L. Colwill,0,0,0,0,0,1,0,0,52,0,3,0,2,0,,
27,R. Sterling,0,0,0,0,1,1,0,1,18,2,0,0,0,0,0,Chelsea FC
28,N. Jackson,0,0,0,0,0,2,0,1,7,0,0,0,1,0,0,Chelsea FC
29,I. Maatsen,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,
30,Đ. Petrović,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Chelsea FC
