,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,D. Rice,0,0,0,0,2,3,3,0,91,0,4,0,2,1,1,Arsenal FC
1,J. Timber,0,0,0,1,0,0,0,0,45,0,1,1,2,0,,
2,K. Havertz,0,0,0,0,2,2,0,2,53,0,1,0,2,4,1,Arsenal FC
3,A. Ramsdale,0,0,0,0,0,0,0,0,25,0,0,0,0,0,,
4,Gabriel Martinelli,0,1,0,0,0,0,0,0,30,2,1,0,2,2,1,Arsenal FC
5,W. Saliba,0,1,0,0,0,0,0,0,130,0,0,0,1,1,1,Arsenal FC
6,M. Ødegaard,0,0,0,0,0,3,0,2,63,3,3,0,0,2,1,Arsenal FC
7,T. Partey,0,0,0,0,0,0,0,0,102,0,2,0,0,0,1,Arsenal FC
8,B. Saka,1,0,0,0,3,3,2,1,57,9,5,0,2,1,1,Arsenal FC
9,B. White,0,0,0,1,1,0,0,0,103,0,0,0,0,0,1,Arsenal FC
10,E. Nketiah,1,0,0,0,0,3,1,0,15,0,1,1,0,1,1,Arsenal FC
11,T. Tomiyasu,0,0,0,0,0,1,1,0,42,0,0,0,0,0,1,Arsenal FC
12,L. Trossard,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,Arsenal FC
13,Gabriel Magalhães,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,Arsenal FC
14,Danilo,0,0,0,0,0,0,0,0,17,1,3,0,0,0,0,Nottingham Forest FC
15,J. Worrall,0,0,0,0,0,0,0,0,16,0,1,0,1,0,,
16,R. Yates,0,0,0,0,0,0,0,0,26,0,1,1,2,3,0,Nottingham Forest FC
17,M. Gibbs-White,0,0,0,0,1,1,0,0,16,4,1,0,1,1,0,Nottingham Forest FC
18,W. Boly,0,0,0,0,0,1,1,0,27,0,2,0,2,0,,
19,O. Aina,0,0,0,1,1,1,0,1,13,0,3,0,1,0,0,Nottingham Forest FC
20,S. Aurier,0,0,0,0,1,0,0,0,11,1,2,0,0,2,,
21,S. McKenna,0,0,0,0,0,0,0,0,17,0,2,0,1,1,,
22,B. Johnson,0,0,0,0,0,1,0,0,6,0,1,0,1,2,,Tottenham Hotspur FC
23,M. Turner,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,Nottingham Forest FC
24,O. Mangala,0,0,0,1,0,0,0,0,13,0,1,0,3,1,,
25,T. Awoniyi,1,0,0,0,0,1,1,0,5,0,0,0,0,0,,
26,N. Williams,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,Nottingham Forest FC
27,A. Elanga,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,Nottingham Forest FC
28,C. Wood,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Nottingham Forest FC
29,C. Kouyaté,0,0,0,0,0,1,0,0,3,0,0,0,0,0,,
