,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,T. Doyle,0,0,0,0,1,3,1,0,44,4,1,0,1,0,1,Wolverhampton Wanderers FC
1,M. Lemina,0,0,0,0,0,1,1,0,50,0,3,0,1,0,1,Wolverhampton Wanderers FC
2,João Gomes,0,0,0,1,2,1,1,0,78,1,9,0,1,1,1,Wolverhampton Wanderers FC
3,M. Kilman,0,0,0,0,0,0,0,0,71,0,2,0,2,0,1,Wolverhampton Wanderers FC
4,S. Bueno,0,0,0,0,0,0,0,0,68,1,2,0,0,0,1,Wolverhampton Wanderers FC
5,Toti Gomes,0,0,0,1,0,0,0,0,66,0,3,0,2,0,1,Wolverhampton Wanderers FC
6,M. Doherty,0,0,0,0,0,0,0,0,32,0,5,1,0,1,1,Wolverhampton Wanderers FC
7,Nélson Semedo,0,0,0,0,0,0,0,0,49,1,3,0,2,1,1,Wolverhampton Wanderers FC
8,Pablo Sarabia,1,0,0,1,0,4,3,1,36,3,0,0,2,0,1,Wolverhampton Wanderers FC
9,R. Aït-Nouri,0,0,0,0,1,2,0,0,29,0,1,1,1,3,1,Wolverhampton Wanderers FC
10,José Sá,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,Wolverhampton Wanderers FC
11,Matheus Cunha,0,0,0,1,0,1,0,1,17,0,3,0,2,0,1,Wolverhampton Wanderers FC
12,B. Traoré,0,0,0,1,0,2,1,0,20,0,1,0,1,0,1,Wolverhampton Wanderers FC
13,L. Chiwome,0,0,0,0,0,0,0,0,4,0,1,0,0,1,1,Wolverhampton Wanderers FC
14,T. Chirewa,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,Wolverhampton Wanderers FC
15,Hugo Bueno,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,Wolverhampton Wanderers FC
16,M. Kudus,0,0,0,0,1,3,0,1,21,5,2,0,1,5,0,West Ham United FC
17,J. Ward-Prowse,1,0,0,0,1,5,1,2,44,2,4,0,0,1,0,West Ham United FC
18,V. Coufal,0,0,0,0,0,0,0,0,19,0,1,0,0,1,0,West Ham United FC
19,Lucas Paquetá,1,0,0,1,0,1,1,0,45,1,1,0,1,0,0,West Ham United FC
20,Ł. Fabiański,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,West Ham United FC
21,T. Souček,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,West Ham United FC
22,K. Mavropanos,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,West Ham United FC
23,K. Zouma,0,0,0,0,0,0,0,0,50,0,2,0,1,0,0,West Ham United FC
24,Emerson,0,0,0,1,0,0,0,0,45,1,3,0,4,2,0,West Ham United FC
25,E. Álvarez,0,0,0,0,0,0,0,0,43,0,3,0,0,4,0,West Ham United FC
26,J. Bowen,0,0,0,0,0,0,0,0,6,1,2,0,0,1,0,West Ham United FC
27,B. Johnson,0,0,0,0,1,1,1,0,24,3,0,0,0,0,,Tottenham Hotspur FC
28,M. Antonio,0,0,0,0,0,1,1,0,12,1,1,0,0,0,0,West Ham United FC
29,A. Cresswell,0,0,0,0,1,0,0,0,23,1,1,0,0,0,0,West Ham United FC
