,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,D. Rice,0,1,0,0,3,1,1,0,50,6,0,0,1,0,1,Arsenal FC
1,David Raya,0,0,0,0,0,0,0,0,27,0,1,0,0,0,1,Arsenal FC
2,K. Havertz,1,1,0,0,0,2,1,0,23,0,0,0,3,1,1,Arsenal FC
3,Gabriel Martinelli,0,1,0,0,1,4,0,1,34,3,0,0,1,0,1,Arsenal FC
4,W. Saliba,0,0,0,0,0,1,0,1,51,0,1,0,0,0,1,Arsenal FC
5,B. White,0,0,0,0,0,0,0,0,47,2,0,0,1,0,1,Arsenal FC
6,Jorginho,0,0,0,0,1,0,0,0,103,0,1,0,2,2,1,Arsenal FC
7,B. Saka,1,0,0,0,1,4,2,1,37,2,1,2,2,1,1,Arsenal FC
8,M. Ødegaard,0,0,0,1,1,0,0,0,32,1,1,0,1,0,1,Arsenal FC
9,J. Kiwior,1,0,0,0,0,1,1,0,48,0,0,0,1,0,1,Arsenal FC
10,Gabriel Magalhães,0,0,0,0,0,1,1,0,75,0,2,0,2,0,1,Arsenal FC
11,L. Trossard,0,0,0,0,2,0,0,0,7,0,1,1,0,1,1,Arsenal FC
12,E. Nketiah,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,Arsenal FC
13,E. Smith Rowe,0,0,0,0,0,3,1,1,5,0,0,0,1,0,1,Arsenal FC
14,R. Nelson,0,0,0,0,0,1,1,0,10,0,1,0,0,0,1,Arsenal FC
15,Mohamed Elneny,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,
16,K. Trippier,0,0,0,0,0,0,0,0,53,2,3,1,0,1,,
17,S. Longstaff,0,0,0,0,0,0,0,0,29,0,1,0,0,2,0,Newcastle United FC
18,M. Almirón,0,0,0,0,0,0,0,0,16,1,0,0,1,2,0,Newcastle United FC
19,A. Isak,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,Newcastle United FC
20,L. Karius,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,
21,T. Livramento,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,Newcastle United FC
22,L. Miley,0,0,0,0,0,0,0,0,31,0,2,0,1,0,,
23,Bruno Guimarães,0,0,0,0,0,0,0,0,48,1,0,0,2,5,0,Newcastle United FC
24,A. Gordon,0,0,0,0,0,1,1,0,19,1,0,1,0,2,0,Newcastle United FC
25,F. Schär,0,0,0,0,0,0,0,0,72,0,0,0,1,0,0,Newcastle United FC
26,S. Botman,1,0,0,0,0,0,0,0,71,0,2,0,0,0,,
27,J. Murphy,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,Newcastle United FC
28,H. Barnes,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,Newcastle United FC
29,D. Burn,0,1,0,0,0,0,0,0,9,1,0,0,1,0,0,Newcastle United FC
30,J. Willock,1,0,0,0,0,1,1,0,9,0,1,0,0,1,0,Newcastle United FC
31,J. Lascelles,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,Newcastle United FC
