,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,L. Cook,0,0,0,0,0,0,0,0,39,8,2,0,2,1,1,AFC Bournemouth
1,R. Christie,0,0,0,0,1,1,0,1,17,2,1,0,0,1,1,AFC Bournemouth
2,L. Kelly,0,0,0,0,1,0,0,0,33,1,0,0,1,0,1,AFC Bournemouth
3,D. Solanke,0,0,0,0,1,0,0,0,11,0,0,0,0,0,1,AFC Bournemouth
4,L. Sinisterra,0,1,0,0,1,3,1,2,28,1,2,0,3,2,1,AFC Bournemouth
5,J. Kluivert,1,0,0,1,1,3,1,2,8,1,1,0,5,1,1,AFC Bournemouth
6,M. Senesi,0,0,0,1,1,0,0,0,46,0,2,0,2,0,1,AFC Bournemouth
7,A. Semenyo,0,0,0,0,2,1,0,1,7,1,0,1,0,2,1,AFC Bournemouth
8,A. Smith,0,0,0,0,0,0,0,0,24,2,2,0,0,1,1,AFC Bournemouth
9,I. Zabarnyi,0,0,0,0,0,0,0,0,41,0,2,0,1,1,1,AFC Bournemouth
10,Neto,0,0,0,1,0,0,0,0,27,0,0,0,0,0,1,AFC Bournemouth
11,M. Tavernier,0,0,0,0,2,1,0,1,14,5,0,0,1,2,1,AFC Bournemouth
12,A. Scott,0,0,0,0,0,0,0,0,11,0,1,0,2,1,1,AFC Bournemouth
13,P. Billing,0,0,1,0,0,0,0,0,11,0,0,0,2,0,1,AFC Bournemouth
14,Dango Ouattara,0,0,0,0,1,0,0,0,7,2,2,0,0,0,1,AFC Bournemouth
15,M. Kerkez,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,AFC Bournemouth
16,N. Williams,0,0,0,0,1,1,0,0,33,0,3,0,2,2,0,Nottingham Forest FC
17,A. Elanga,0,0,0,0,2,0,0,0,16,3,2,0,0,1,0,Nottingham Forest FC
18,R. Yates,0,0,0,1,0,2,2,0,46,0,4,0,3,5,0,Nottingham Forest FC
19,A. Omobamidele,0,0,0,1,1,0,0,0,45,0,3,0,0,1,0,Nottingham Forest FC
20,M. Sels,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,Nottingham Forest FC
21,T. Awoniyi,0,0,0,0,0,2,2,0,13,0,0,1,1,0,,
22,N. Domínguez,0,0,0,0,0,0,0,0,50,0,8,0,2,3,0,Nottingham Forest FC
23,M. Gibbs-White,0,0,0,0,1,1,1,0,48,8,0,0,1,2,0,Nottingham Forest FC
24,Nuno Tavares,0,0,0,0,1,1,0,0,38,4,3,0,3,0,0,Nottingham Forest FC
25,Murillo,0,0,0,0,0,0,0,0,39,1,3,0,0,0,0,Nottingham Forest FC
26,C. Hudson-Odoi,1,0,0,0,0,1,1,0,18,3,3,0,0,3,0,Nottingham Forest FC
27,Danilo,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,Nottingham Forest FC
28,G. Montiel,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,Nottingham Forest FC
29,G. Reyna,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,Nottingham Forest FC
30,Rodrigo Ribeiro,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Nottingham Forest FC
