,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,João Palhinha,0,0,0,1,1,2,1,1,29,0,5,0,2,6,1,Fulham FC
1,T. Ream,0,0,0,0,0,0,0,0,48,0,0,0,0,0,,
2,A. Robinson,0,0,0,1,0,0,0,0,31,3,1,0,1,1,1,Fulham FC
3,Rodrigo Muniz,0,0,0,0,1,2,0,0,11,0,0,1,1,1,1,Fulham FC
4,C. Bassey,0,0,0,0,0,1,1,0,57,0,1,0,1,1,1,Fulham FC
5,H. Wilson,0,0,0,1,1,4,1,1,20,2,1,0,1,4,1,Fulham FC
6,A. Iwobi,0,0,0,1,1,3,0,1,33,1,1,0,1,0,1,Fulham FC
7,T. Castagne,0,0,0,0,1,0,0,0,28,1,1,0,1,0,1,Fulham FC
8,Andreas Pereira,0,0,0,0,1,1,0,1,25,8,1,0,0,1,1,Fulham FC
9,B. Leno,0,0,0,0,1,0,0,0,44,0,0,0,0,0,1,Fulham FC
10,Willian,0,0,0,0,2,5,0,3,23,3,0,0,0,0,1,Fulham FC
11,S. Lukić,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,Fulham FC
12,Carlos Vinícius,0,0,0,0,0,0,0,0,2,0,2,0,1,0,,
13,B. De Cordova-Reid,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,Fulham FC
14,T. Cairney,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,Fulham FC
15,R. Jiménez,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,Fulham FC
16,Bruno Fernandes,1,0,0,0,1,3,3,0,38,6,3,0,1,2,0,Manchester United FC
17,A. Onana,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,Manchester United FC
18,H. Maguire,0,0,0,0,0,0,0,0,60,0,0,1,0,2,0,Manchester United FC
19,C. Eriksen,0,0,0,0,1,1,0,1,46,2,1,0,0,0,,
20,R. Højlund,0,0,0,0,0,0,0,0,13,1,0,0,1,1,0,Manchester United FC
21,A. Garnacho,0,0,0,1,2,1,1,0,36,1,0,1,2,3,0,Manchester United FC
22,J. Evans,0,0,0,0,0,1,0,0,49,0,1,0,2,0,0,Manchester United FC
23,Diogo Dalot,0,0,0,1,0,3,0,0,47,3,2,0,2,0,0,Manchester United FC
24,S. McTominay,0,0,0,0,0,1,0,1,38,0,1,0,2,0,0,Manchester United FC
25,A. Wan-Bissaka,0,0,0,0,0,0,0,0,43,0,2,0,0,0,0,Manchester United FC
26,Antony,0,0,0,0,0,0,0,0,28,0,1,0,1,1,0,Manchester United FC
27,F. Pellistri,0,1,0,0,0,1,1,0,8,0,0,0,2,0,,
28,M. Mount,0,0,0,0,0,0,0,0,9,1,2,0,1,0,0,Manchester United FC
29,A. Martial,0,0,0,0,0,1,0,0,3,0,0,0,1,0,,
30,Raphaël Xavier Varane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
