,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,L. Trossard,0,0,0,0,0,0,0,0,17,4,0,0,0,0,1,Arsenal FC
1,A. Ramsdale,0,0,0,0,0,0,0,0,28,0,0,0,0,0,,
2,J. Kiwior,0,0,0,0,1,1,1,0,59,2,2,0,1,0,1,Arsenal FC
3,B. White,0,0,0,0,1,0,0,0,91,3,0,0,0,0,1,Arsenal FC
4,W. Saliba,0,0,0,0,0,1,0,1,93,0,0,0,0,1,1,Arsenal FC
5,T. Partey,0,0,0,0,0,0,0,0,62,0,1,0,0,0,1,Arsenal FC
6,D. Rice,0,0,0,0,0,0,0,0,71,0,5,0,0,0,1,Arsenal FC
7,B. Saka,1,0,0,0,3,3,2,0,59,8,2,0,0,1,1,Arsenal FC
8,K. Havertz,0,0,0,0,0,1,0,0,22,1,2,2,1,0,1,Arsenal FC
9,Gabriel Martinelli,0,0,0,0,1,4,3,1,48,2,0,0,0,0,1,Arsenal FC
10,M. Ødegaard,0,0,0,0,0,3,2,0,50,1,2,0,2,0,1,Arsenal FC
11,E. Nketiah,1,0,0,0,0,4,1,1,12,0,0,0,1,1,1,Arsenal FC
12,O. Zinchenko,0,0,0,0,0,0,0,0,32,5,0,0,0,1,1,Arsenal FC
13,Fábio Vieira,0,1,0,0,2,1,1,0,16,5,0,1,1,1,1,Arsenal FC
14,Jorginho,0,0,0,0,0,0,0,0,18,1,0,0,0,0,1,Arsenal FC
15,Gabriel Jesus,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1,Arsenal FC
16,C. Bassey,0,0,1,2,0,0,0,0,35,0,1,0,1,0,0,Fulham FC
17,Andreas Pereira,1,0,0,0,0,1,1,0,11,1,0,0,0,0,0,Fulham FC
18,S. Lukić,0,0,0,1,0,1,0,0,14,0,2,0,1,0,0,Fulham FC
19,R. Jiménez,0,0,0,1,1,2,0,1,23,0,3,1,2,1,0,Fulham FC
20,H. Wilson,0,0,0,0,0,1,0,0,15,1,0,0,0,1,0,Fulham FC
21,B. Leno,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,Fulham FC
22,B. De Cordova-Reid,0,0,0,0,0,0,0,0,16,4,0,0,0,1,0,Fulham FC
23,I. Diop,0,0,0,0,0,0,0,0,28,0,0,0,0,1,,
24,A. Robinson,0,0,0,0,0,0,0,0,25,3,3,0,0,0,0,Fulham FC
25,K. Tete,0,0,0,1,0,0,0,0,18,0,3,0,1,0,0,Fulham FC
26,João Palhinha,1,0,0,0,0,2,1,1,33,0,6,0,0,1,0,Fulham FC
27,T. Cairney,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,Fulham FC
28,H. Reed,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,Fulham FC
29,Adama Traoré,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,Fulham FC
30,M. Rodák,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
31,T. Adarabioyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fulham FC
