,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Diogo Dalot,0,0,0,0,1,0,0,0,37,1,6,0,1,0,1,Manchester United FC
1,V. Lindelöf,0,0,0,0,0,1,0,0,66,0,0,0,1,0,1,Manchester United FC
2,Casemiro,0,0,0,0,0,0,0,0,45,0,2,0,1,1,1,Manchester United FC
3,C. Eriksen,0,0,0,0,1,0,0,0,55,5,1,0,1,1,,
4,A. Onana,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,Manchester United FC
5,Sergio Reguilón,0,0,0,0,3,0,0,0,33,5,2,1,0,3,,Brentford FC
6,Lisandro Martínez,0,1,0,0,0,0,0,0,61,0,1,0,0,0,1,Manchester United FC
7,M. Rashford,0,0,0,0,2,9,2,5,24,2,0,0,0,0,1,Manchester United FC
8,Bruno Fernandes,0,0,0,1,0,2,1,1,78,6,0,0,2,1,1,Manchester United FC
9,S. McTominay,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,Manchester United FC
10,R. Højlund,0,0,0,0,0,1,0,0,9,0,1,1,0,1,1,Manchester United FC
11,H. Mejbri,1,0,0,1,0,1,1,0,6,0,1,0,2,2,,
12,A. Martial,0,0,0,0,1,0,0,0,9,0,1,0,0,0,,
13,A. Garnacho,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,Manchester United FC
14,A. Wan-Bissaka,0,0,0,0,0,0,0,0,11,0,1,0,0,0,1,Manchester United FC
15,F. Pellistri,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,
16,D. Welbeck,1,0,0,0,0,2,1,0,23,0,3,0,1,0,0,Brighton & Hove Albion FC
17,P. Groß,1,0,0,0,0,2,2,0,100,0,1,0,1,0,0,Brighton & Hove Albion FC
18,Mahmoud Dahoud,0,0,0,0,0,0,0,0,48,0,2,0,0,1,,
19,J. van Hecke,0,0,0,1,0,0,0,0,102,0,2,0,0,0,0,Brighton & Hove Albion FC
20,L. Dunk,0,0,0,0,0,0,0,0,94,0,0,0,1,1,0,Brighton & Hove Albion FC
21,J. Steele,0,0,0,0,0,0,0,0,53,0,0,0,0,0,,
22,T. Lamptey,0,2,0,1,0,1,0,0,42,0,1,0,0,0,0,Brighton & Hove Albion FC
23,K. Mitoma,0,0,0,0,0,1,1,0,24,2,1,0,0,1,,
24,A. Lallana,0,0,0,0,0,0,0,0,21,0,1,0,0,1,0,Brighton & Hove Albion FC
25,S. Adingra,0,1,0,0,0,0,0,0,29,2,3,1,4,0,0,Brighton & Hove Albion FC
26,J. Veltman,0,0,0,0,0,0,0,0,66,0,3,0,1,1,0,Brighton & Hove Albion FC
27,João Pedro,1,0,0,0,0,1,1,0,20,0,2,0,0,0,0,Brighton & Hove Albion FC
28,Ansu Fati,0,0,0,0,1,2,2,0,9,0,0,0,0,1,0,Brighton & Hove Albion FC
29,B. Gilmour,0,0,0,0,0,0,0,0,16,0,0,0,0,0,,
30,J. Milner,0,0,0,0,0,0,0,0,8,0,0,0,1,0,,
31,E. Ferguson,0,0,0,0,0,1,1,0,6,0,0,0,0,2,0,Brighton & Hove Albion FC
