,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,R. Yates,0,0,0,0,1,2,0,0,32,0,2,0,0,3,1,Nottingham Forest FC
1,Murillo,0,1,0,0,0,0,0,0,33,0,1,0,1,0,1,Nottingham Forest FC
2,A. Omobamidele,0,0,0,0,0,0,0,0,23,0,0,0,1,0,1,Nottingham Forest FC
3,N. Williams,0,0,0,0,0,1,0,1,32,0,1,0,1,0,1,Nottingham Forest FC
4,M. Gibbs-White,1,1,0,0,0,3,1,2,34,4,1,0,2,0,1,Nottingham Forest FC
5,Danilo,0,1,0,0,0,2,0,1,26,1,1,0,1,0,1,Nottingham Forest FC
6,C. Wood,1,0,0,0,1,1,1,0,29,0,1,1,0,0,1,Nottingham Forest FC
7,M. Sels,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,Nottingham Forest FC
8,A. Elanga,0,0,0,0,0,3,0,0,30,1,1,0,0,0,1,Nottingham Forest FC
9,C. Hudson-Odoi,1,0,0,0,1,2,2,0,21,1,0,0,0,0,1,Nottingham Forest FC
10,O. Aina,0,0,0,0,0,0,0,0,22,0,1,0,0,3,1,Nottingham Forest FC
11,M. Turner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Nottingham Forest FC
12,D. Origi,0,0,0,0,0,2,0,0,7,0,0,1,1,1,1,Nottingham Forest FC
13,G. Reyna,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,Nottingham Forest FC
14,N. Domínguez,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,Nottingham Forest FC
15,H. Toffolo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Nottingham Forest FC
16,T. Adarabioyo,1,0,0,0,1,2,2,0,94,0,1,0,0,1,0,Fulham FC
17,K. Tete,0,0,0,0,0,1,0,0,49,3,1,0,1,0,0,Fulham FC
18,Rodrigo Muniz,0,0,0,0,1,5,0,0,6,0,0,0,0,1,0,Fulham FC
19,Andreas Pereira,0,1,0,0,3,2,1,0,40,12,0,0,1,2,0,Fulham FC
20,C. Bassey,0,0,0,0,0,0,0,0,94,1,4,0,1,0,0,Fulham FC
21,H. Wilson,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,Fulham FC
22,A. Robinson,0,0,0,0,1,0,0,0,47,6,1,0,1,1,0,Fulham FC
23,S. Lukić,0,0,0,0,0,0,0,0,14,0,1,0,1,1,0,Fulham FC
24,A. Iwobi,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,Fulham FC
25,João Palhinha,0,0,0,0,0,2,0,0,36,1,2,0,1,0,0,Fulham FC
26,B. Leno,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,Fulham FC
27,Willian,0,0,0,0,1,2,0,1,54,5,1,0,1,0,0,Fulham FC
28,T. Cairney,0,0,0,0,0,1,0,1,88,0,0,0,1,0,0,Fulham FC
29,Adama Traoré,0,0,0,0,0,1,0,0,23,7,2,0,0,0,0,Fulham FC
30,H. Reed,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,Fulham FC
31,B. De Cordova-Reid,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,Fulham FC
