,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Emerson,0,0,0,0,2,2,0,1,49,3,4,0,2,1,1,West Ham United FC
1,N. Aguerd,0,0,0,0,0,0,0,0,72,0,1,0,1,0,1,West Ham United FC
2,T. Souček,1,0,0,0,1,4,3,0,19,0,2,0,0,0,1,West Ham United FC
3,M. Kudus,0,0,0,1,1,2,0,2,44,3,1,0,2,4,1,West Ham United FC
4,E. Álvarez,0,0,0,0,0,2,0,1,56,1,1,0,0,1,1,West Ham United FC
5,V. Coufal,0,0,0,1,1,0,0,0,36,4,3,0,1,1,1,West Ham United FC
6,K. Zouma,0,0,0,0,0,0,0,0,67,0,1,0,0,2,1,West Ham United FC
7,Lucas Paquetá,1,0,0,0,0,2,2,0,66,0,2,0,1,1,1,West Ham United FC
8,J. Ward-Prowse,0,2,0,0,3,3,0,2,73,13,1,0,1,2,1,West Ham United FC
9,A. Areola,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,West Ham United FC
10,J. Bowen,1,0,0,0,1,1,1,0,16,4,3,0,1,0,1,West Ham United FC
11,M. Antonio,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,West Ham United FC
12,A. Ogbonna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,West Ham United FC
13,Aaron William Cresswell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
14,A. Elanga,1,0,0,1,1,2,1,1,26,1,2,0,0,1,0,Nottingham Forest FC
15,Murillo,0,0,0,0,0,0,0,0,51,0,1,0,0,0,0,Nottingham Forest FC
16,M. Niakhaté,0,0,0,1,0,0,0,0,57,0,2,0,1,1,0,Nottingham Forest FC
17,O. Aina,0,1,0,0,0,0,0,0,33,1,1,0,0,0,0,Nottingham Forest FC
18,M. Gibbs-White,0,0,0,0,0,2,1,0,32,11,1,0,0,3,0,Nottingham Forest FC
19,T. Awoniyi,1,0,0,0,0,3,2,0,16,0,1,0,1,1,,
20,N. Domínguez,0,0,0,0,0,1,0,1,18,0,1,0,0,0,0,Nottingham Forest FC
21,H. Toffolo,0,0,0,0,1,0,0,0,36,3,1,0,2,1,0,Nottingham Forest FC
22,O. Mangala,0,0,0,0,0,0,0,0,50,1,0,0,1,1,,
23,I. Sangaré,0,0,0,0,0,0,0,0,46,0,5,0,5,0,0,Nottingham Forest FC
24,Odysseas Vlachodimos,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,
25,Danilo,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,Nottingham Forest FC
26,S. Aurier,0,0,0,0,0,1,0,1,9,0,0,0,0,0,,
27,C. Wood,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,Nottingham Forest FC
28,W. Boly,0,0,0,0,1,0,0,0,11,0,1,0,0,0,,
29,D. Origi,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Nottingham Forest FC
