,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Son Heung-Min,0,0,0,0,1,1,1,0,42,1,3,0,0,0,1,Tottenham Hotspur FC
1,P. Højbjerg,0,0,0,0,0,0,0,0,100,0,0,0,1,0,1,Tottenham Hotspur FC
2,G. Lo Celso,0,0,0,0,1,3,1,1,61,1,1,0,0,4,1,Tottenham Hotspur FC
3,Pedro Porro,0,1,0,1,4,5,1,2,62,19,1,0,2,2,1,Tottenham Hotspur FC
4,C. Romero,1,0,0,1,0,2,1,0,108,0,2,0,1,0,1,Tottenham Hotspur FC
5,G. Vicario,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,Tottenham Hotspur FC
6,B. Davies,0,0,0,0,0,0,0,0,76,0,2,0,1,1,,
7,D. Udogie,0,0,0,0,1,0,0,0,50,0,2,0,1,2,1,Tottenham Hotspur FC
8,D. Kulusevski,0,0,0,1,1,1,1,0,65,4,4,0,4,0,1,Tottenham Hotspur FC
9,Y. Bissouma,0,0,0,0,0,2,0,1,119,0,2,0,1,0,1,Tottenham Hotspur FC
10,B. Johnson,0,0,0,0,0,5,2,1,33,2,0,1,0,0,1,Tottenham Hotspur FC
11,O. Skipp,0,0,0,0,0,0,0,0,21,0,0,0,0,0,,
12,Richarlison,0,0,0,0,0,2,0,0,4,0,0,0,0,1,1,Tottenham Hotspur FC
13,P. Sarr,0,0,0,0,0,2,0,1,6,1,1,0,0,0,1,Tottenham Hotspur FC
14,A. Véliz,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
15,Bryan Gil,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,
16,V. Coufal,0,0,0,0,1,0,0,0,24,2,0,0,2,1,0,West Ham United FC
17,J. Ward-Prowse,1,0,0,1,2,2,1,0,28,5,2,0,1,0,0,West Ham United FC
18,Ł. Fabiański,0,0,0,0,0,0,0,0,28,0,1,0,0,0,0,West Ham United FC
19,T. Souček,0,0,0,0,0,0,0,0,20,0,1,1,1,0,0,West Ham United FC
20,N. Aguerd,0,0,0,0,0,2,1,0,13,0,4,0,0,0,0,West Ham United FC
21,K. Zouma,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,West Ham United FC
22,J. Bowen,1,0,0,0,0,1,1,0,13,2,2,2,2,2,0,West Ham United FC
23,E. Álvarez,0,0,0,1,0,0,0,0,20,0,3,0,0,0,0,West Ham United FC
24,Emerson,0,0,0,1,0,1,0,1,31,2,5,1,1,2,0,West Ham United FC
25,Lucas Paquetá,0,0,0,0,1,2,1,0,43,1,3,0,2,3,0,West Ham United FC
26,M. Kudus,0,0,0,0,0,2,1,1,18,3,2,2,2,2,0,West Ham United FC
27,Pablo Fornals,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
