,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,D. Szoboszlai,1,0,0,0,1,3,1,2,43,12,1,0,0,1,1,Liverpool FC
1,I. Konaté,0,0,0,1,0,0,0,0,65,0,2,0,1,0,1,Liverpool FC
2,C. Jones,0,0,0,0,1,1,1,0,45,0,1,1,1,1,1,Liverpool FC
3,A. Mac Allister,0,0,0,0,1,3,0,3,72,0,8,0,4,2,1,Liverpool FC
4,J. Gomez,0,0,0,0,0,0,0,0,40,2,3,0,1,0,1,Liverpool FC
5,V. van Dijk,0,0,0,0,0,1,0,1,64,0,0,0,0,1,1,Liverpool FC
6,Alisson Becker,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,Liverpool FC
7,C. Bradley,1,2,0,0,0,1,1,0,31,3,3,0,2,4,1,Liverpool FC
8,Diogo Jota,1,0,0,0,2,2,1,1,31,2,1,1,2,1,1,Liverpool FC
9,L. Díaz,1,1,0,0,1,3,2,0,38,2,1,0,0,2,1,Liverpool FC
10,D. Núñez,0,1,0,1,2,11,5,2,17,2,0,1,3,0,1,Liverpool FC
11,C. Gakpo,0,0,0,0,0,2,1,0,14,0,0,0,1,2,1,Liverpool FC
12,T. Alexander-Arnold,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,Liverpool FC
13,A. Robertson,0,0,0,0,0,0,0,0,14,3,1,0,0,0,1,Liverpool FC
14,H. Elliott,0,0,0,0,0,1,1,0,18,0,1,0,0,0,1,Liverpool FC
15,B. Clark,0,0,0,0,0,0,0,0,5,0,0,0,0,1,,
16,A. Disasi,0,0,0,1,0,0,0,0,70,0,0,0,0,1,0,Chelsea FC
17,B. Badiashile,0,0,0,0,0,0,0,0,65,0,1,0,1,0,0,Chelsea FC
18,E. Fernández,0,0,0,1,0,1,1,0,88,0,1,0,3,1,0,Chelsea FC
19,C. Gallagher,0,0,0,0,0,0,0,0,14,0,1,0,0,2,0,Chelsea FC
20,B. Chilwell,0,0,0,1,0,0,0,0,25,1,3,0,2,1,0,Chelsea FC
21,Thiago Silva,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,Chelsea FC
22,Đ. Petrović,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,Chelsea FC
23,C. Palmer,0,0,0,0,0,0,0,0,39,0,1,1,0,2,0,Chelsea FC
24,N. Madueke,0,0,0,0,0,0,0,0,15,0,1,0,2,0,0,Chelsea FC
25,M. Caicedo,0,0,0,1,0,0,0,0,39,0,0,0,2,3,0,Chelsea FC
26,R. Sterling,0,0,0,0,0,0,0,0,20,1,2,0,3,0,0,Chelsea FC
27,C. Nkunku,1,0,0,0,0,1,1,0,12,0,0,2,2,1,,
28,M. Gusto,0,0,0,0,0,1,1,0,38,1,3,0,0,2,0,Chelsea FC
29,M. Mudryk,0,0,0,0,0,1,0,0,10,2,1,0,1,2,0,Chelsea FC
30,C. Chukwuemeka,0,1,0,0,1,0,0,0,23,0,0,0,0,0,0,Chelsea FC
31,C. Casadei,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,Chelsea FC
