,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,C. Dawson,1,0,0,0,0,1,1,0,57,0,3,0,0,1,,
1,T. Doyle,0,0,0,1,0,0,0,0,60,0,1,0,1,1,1,Wolverhampton Wanderers FC
2,Toti Gomes,0,0,0,0,0,0,0,0,61,0,1,0,1,2,1,Wolverhampton Wanderers FC
3,M. Kilman,1,0,0,0,0,1,1,0,64,0,0,0,2,1,1,Wolverhampton Wanderers FC
4,Nélson Semedo,0,0,0,0,1,0,0,0,39,5,2,0,0,0,1,Wolverhampton Wanderers FC
5,Hwang Hee-Chan,0,1,0,0,1,3,2,0,20,1,0,2,2,3,1,Wolverhampton Wanderers FC
6,João Gomes,0,0,0,0,0,1,1,0,35,0,3,1,1,2,1,Wolverhampton Wanderers FC
7,R. Aït-Nouri,0,0,0,1,0,1,0,1,40,0,3,0,1,1,1,Wolverhampton Wanderers FC
8,Matheus Cunha,1,1,0,0,1,3,1,1,34,4,1,0,0,1,1,Wolverhampton Wanderers FC
9,José Sá,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,Wolverhampton Wanderers FC
10,Pablo Sarabia,0,0,0,0,1,1,0,1,42,6,2,0,0,0,1,Wolverhampton Wanderers FC
11,Hugo Bueno,0,0,0,0,0,0,0,0,14,2,2,0,0,0,1,Wolverhampton Wanderers FC
12,J. Bellegarde,0,0,0,0,0,0,0,0,4,0,1,0,1,2,,
13,B. Traoré,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,Wolverhampton Wanderers FC
14,Pedro Neto,0,0,0,0,0,1,0,0,6,0,0,0,0,0,,
15,M. Doherty,0,0,0,0,1,0,0,0,9,1,0,0,0,0,1,Wolverhampton Wanderers FC
16,D. Bentley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
17,J. Garner,0,0,0,0,0,0,0,0,44,2,5,0,0,1,0,Everton FC
18,J. Pickford,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,Everton FC
19,D. Calvert-Lewin,0,0,0,0,0,1,0,0,19,0,1,1,2,1,0,Everton FC
20,J. Tarkowski,0,0,0,1,0,1,0,1,54,1,1,0,3,1,0,Everton FC
21,M. Keane,0,0,0,0,0,1,0,1,28,0,1,0,1,0,0,Everton FC
22,D. McNeil,0,0,0,1,1,3,0,1,32,4,0,0,0,0,0,Everton FC
23,A. Onana,0,0,0,0,0,1,0,0,61,0,5,0,3,1,,Manchester United FC
24,J. Branthwaite,0,0,0,0,0,1,0,1,46,0,2,0,0,2,0,Everton FC
25,N. Patterson,0,0,0,1,0,0,0,0,26,2,2,0,1,0,0,Everton FC
26,J. Harrison,0,0,0,0,1,2,0,0,28,4,2,0,1,2,0,Everton FC
27,V. Mykolenko,0,0,0,0,0,0,0,0,34,1,3,0,0,0,0,Everton FC
28,S. Coleman,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,Everton FC
29,André Gomes,0,0,0,0,0,0,0,0,16,2,0,0,2,0,0,Everton FC
30,Beto,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Everton FC
31,A. Danjuma,0,0,0,0,0,0,0,0,11,0,1,0,1,0,,
