,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,D. McNeil,0,0,0,0,1,2,1,1,24,2,1,0,0,1,1,Everton FC
1,V. Mykolenko,0,0,0,0,0,4,0,0,46,0,2,0,1,0,1,Everton FC
2,D. Calvert-Lewin,0,0,0,0,0,5,3,1,13,1,0,1,0,0,1,Everton FC
3,A. Doucouré,0,0,0,1,1,2,0,1,22,1,1,1,1,1,1,Everton FC
4,J. Garner,0,0,0,0,0,2,0,1,41,7,2,0,0,0,1,Everton FC
5,A. Young,0,0,0,1,1,0,0,0,33,3,0,0,3,1,1,Everton FC
6,J. Branthwaite,0,0,0,0,0,0,0,0,54,0,3,0,0,0,1,Everton FC
7,Jordan Lee Pickford,0,0,0,0,0,0,0,0,39,0,0,0,0,0,,
8,J. Tarkowski,0,0,0,0,0,1,0,0,56,0,2,0,1,1,1,Everton FC
9,I. Gueye,0,0,0,1,1,3,1,1,62,2,3,0,3,2,1,Everton FC
10,J. Harrison,0,0,0,0,1,2,1,1,23,7,0,0,1,2,1,Everton FC
11,N. Patterson,0,0,0,0,0,0,0,0,12,2,1,0,0,0,1,Everton FC
12,A. Danjuma,0,0,0,0,1,0,0,0,13,2,0,0,0,0,,
13,Youssef Chermiti,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,Everton FC
14,L. Dobbin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
15,Bruno Fernandes,0,1,0,0,1,0,0,0,49,5,2,0,2,0,0,Manchester United FC
16,A. Onana,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,Manchester United FC
17,S. McTominay,0,0,0,0,0,1,0,0,28,0,3,0,2,1,0,Manchester United FC
18,H. Maguire,0,0,0,0,0,1,0,0,47,0,0,1,1,0,0,Manchester United FC
19,K. Mainoo,0,0,0,0,0,0,0,0,46,0,1,0,0,0,0,Manchester United FC
20,V. Lindelöf,0,0,0,0,0,0,0,0,52,0,3,1,0,0,0,Manchester United FC
21,M. Rashford,1,0,0,0,4,1,1,0,31,4,3,0,0,1,0,Manchester United FC
22,Diogo Dalot,0,1,0,0,0,0,0,0,41,2,3,0,1,0,0,Manchester United FC
23,A. Martial,1,0,0,0,0,1,1,0,24,0,1,0,1,2,,
24,L. Shaw,0,0,0,0,0,1,0,0,35,1,1,0,0,1,,
25,A. Garnacho,1,0,0,0,0,3,1,0,16,0,1,0,1,3,0,Manchester United FC
26,S. Amrabat,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Manchester United FC
27,F. Pellistri,0,0,0,0,0,1,1,0,11,1,2,0,0,1,,
28,A. Wan-Bissaka,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,Manchester United FC
29,H. Mejbri,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,
