,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Pedro Porro,0,0,0,1,1,1,0,1,55,7,6,0,0,1,1,Tottenham Hotspur FC
1,P. Sarr,0,0,0,0,0,2,1,0,70,1,2,0,0,0,1,Tottenham Hotspur FC
2,Y. Bissouma,0,0,0,1,0,2,0,1,120,0,4,0,2,4,1,Tottenham Hotspur FC
3,D. Kulusevski,0,0,0,0,2,2,0,2,48,5,0,1,0,1,1,Tottenham Hotspur FC
4,C. Romero,0,0,0,1,1,2,0,2,99,0,3,0,1,3,1,Tottenham Hotspur FC
5,Son Heung-Min,1,0,0,0,1,4,3,1,16,0,0,0,0,0,1,Tottenham Hotspur FC
6,Richarlison,0,1,0,0,0,5,2,1,21,2,2,1,3,3,1,Tottenham Hotspur FC
7,G. Vicario,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,Tottenham Hotspur FC
8,D. Udogie,0,0,0,1,1,0,0,0,38,1,2,1,3,3,1,Tottenham Hotspur FC
9,J. Maddison,0,0,0,0,5,4,2,2,75,12,0,0,0,2,1,Tottenham Hotspur FC
10,M. van de Ven,0,0,0,0,0,0,0,0,54,0,2,0,0,0,1,Tottenham Hotspur FC
11,M. Solomon,0,0,0,0,1,1,0,1,22,1,1,1,0,0,,
12,B. Davies,0,0,0,0,0,0,0,0,11,0,1,0,0,0,,
13,O. Skipp,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,
14,P. Højbjerg,0,0,0,0,0,1,0,1,13,0,0,0,0,0,1,Tottenham Hotspur FC
15,A. Véliz,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,
16,D. Szoboszlai,0,0,0,0,0,1,1,0,43,5,1,0,0,2,0,Liverpool FC
17,J. Matip,1,0,0,0,0,1,0,0,41,0,1,0,1,1,,
18,C. Jones,0,0,1,0,1,1,0,1,8,0,1,0,2,0,0,Liverpool FC
19,L. Díaz,0,0,0,0,1,2,0,1,21,0,1,1,3,0,0,Liverpool FC
20,A. Mac Allister,0,0,0,1,0,1,0,0,41,0,4,0,3,0,0,Liverpool FC
21,C. Gakpo,1,0,0,0,0,3,2,1,11,0,0,0,1,1,0,Liverpool FC
22,V. van Dijk,0,1,0,1,0,1,0,0,42,0,2,0,0,1,0,Liverpool FC
23,Mohamed Salah,0,0,0,1,0,1,0,0,20,0,0,0,1,1,0,Liverpool FC
24,A. Robertson,0,0,0,1,1,1,1,0,42,3,1,0,1,0,0,Liverpool FC
25,Alisson Becker,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,Liverpool FC
26,J. Gomez,0,0,0,0,1,0,0,0,33,1,2,0,1,2,0,Liverpool FC
27,Diogo Jota,0,0,1,2,0,0,0,0,4,0,1,0,4,2,0,Liverpool FC
28,T. Alexander-Arnold,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,Liverpool FC
29,W. Endo,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,Liverpool FC
30,R. Gravenberch,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Liverpool FC
31,I. Konaté,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liverpool FC
