,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Pedro Porro,0,0,0,0,0,1,1,0,28,6,4,0,3,3,1,Tottenham Hotspur FC
1,Y. Bissouma,0,0,0,0,0,1,0,1,41,0,4,0,2,2,1,Tottenham Hotspur FC
2,C. Romero,0,0,1,0,0,0,0,0,17,0,0,0,1,0,1,Tottenham Hotspur FC
3,P. Sarr,0,1,0,1,0,1,0,1,25,0,2,0,1,1,1,Tottenham Hotspur FC
4,D. Kulusevski,1,0,0,0,0,1,1,0,14,0,4,0,1,1,1,Tottenham Hotspur FC
5,M. van de Ven,0,0,0,0,0,0,0,0,23,0,1,0,0,0,1,Tottenham Hotspur FC
6,B. Johnson,0,0,0,0,1,0,0,0,6,1,0,0,0,0,1,Tottenham Hotspur FC
7,D. Udogie,0,0,1,2,0,0,0,0,15,0,2,0,3,2,1,Tottenham Hotspur FC
8,J. Maddison,0,0,0,0,0,0,0,0,11,0,1,0,1,1,1,Tottenham Hotspur FC
9,G. Vicario,0,0,0,0,0,0,0,0,39,0,0,0,0,1,1,Tottenham Hotspur FC
10,Son Heung-Min,0,0,0,0,0,2,2,0,14,0,0,1,0,1,1,Tottenham Hotspur FC
11,E. Dier,0,0,0,0,0,0,0,0,21,0,0,2,0,1,,
12,P. Højbjerg,0,0,0,0,0,1,1,0,22,1,1,0,0,0,1,Tottenham Hotspur FC
13,Emerson Royal,0,0,0,0,0,0,0,0,23,0,4,0,0,5,1,Tottenham Hotspur FC
14,R. Bentancur,0,0,0,0,0,1,0,0,10,1,0,0,0,2,1,Tottenham Hotspur FC
15,O. Skipp,0,0,0,0,0,0,0,0,8,0,1,0,0,0,,
16,N. Jackson,3,0,0,1,2,6,5,0,11,0,0,1,2,0,0,Chelsea FC
17,E. Fernández,0,0,0,0,0,2,0,0,38,0,3,1,2,2,0,Chelsea FC
18,A. Disasi,0,0,0,0,0,1,0,0,64,0,1,0,1,1,0,Chelsea FC
19,R. Sterling,0,1,0,0,1,3,1,2,20,2,0,1,4,2,0,Chelsea FC
20,L. Colwill,0,0,0,1,0,0,0,0,25,0,1,1,1,0,,
21,C. Gallagher,0,1,0,0,0,0,0,0,41,2,3,0,1,2,0,Chelsea FC
22,M. Caicedo,0,0,0,0,0,0,0,0,56,1,0,0,2,2,0,Chelsea FC
23,R. James,0,0,0,0,2,1,0,0,51,6,3,1,0,0,,
24,Thiago Silva,0,0,0,0,0,1,0,0,55,0,1,0,0,0,0,Chelsea FC
25,Robert Sánchez,0,0,0,0,0,0,0,0,25,0,0,0,0,0,,
26,C. Palmer,1,1,0,0,0,2,1,0,51,2,1,0,2,1,0,Chelsea FC
27,Marc Cucurella,0,0,0,0,0,1,1,0,37,0,3,1,1,1,0,Chelsea FC
28,M. Mudryk,0,0,0,1,0,0,0,0,13,2,1,1,4,1,0,Chelsea FC
29,M. Gusto,0,0,0,1,1,0,0,0,14,1,0,0,1,0,0,Chelsea FC
30,L. Ugochukwu,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,
