,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,G. Osho,0,0,0,0,0,0,0,0,11,0,3,0,1,0,1,Luton Town FC
1,T. Mengi,0,0,0,1,0,1,0,0,16,0,1,0,1,0,1,Luton Town FC
2,J. Brown,0,0,0,0,0,3,1,1,22,0,1,0,0,1,,
3,A. Doughty,0,0,0,0,2,0,0,0,40,9,1,0,0,0,1,Luton Town FC
4,I. Kaboré,0,0,0,0,0,0,0,0,11,2,1,0,0,0,1,Luton Town FC
5,R. Barkley,0,1,0,1,1,5,0,1,50,0,1,0,2,1,1,Luton Town FC
6,A. Bell,0,0,0,0,0,0,0,0,35,0,2,0,0,0,,
7,A. Sambi Lokonga,0,0,0,0,0,0,0,0,33,0,1,0,3,1,1,Luton Town FC
8,A. Townsend,1,0,0,0,1,3,2,0,22,5,1,0,1,0,1,Luton Town FC
9,E. Adebayo,0,0,0,0,0,3,1,0,6,0,0,0,1,1,,
10,T. Kaminski,0,0,0,0,0,0,0,0,34,0,0,0,0,1,1,Luton Town FC
11,R. Giles,0,0,0,0,0,1,1,0,9,1,0,0,1,0,,
12,M. Andersen,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
13,C. Morris,0,0,0,0,1,0,0,0,4,0,0,0,1,0,1,Luton Town FC
14,P. Mpanzu,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,Luton Town FC
15,C. Ogbene,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,
16,Bruno Guimarães,0,0,0,1,3,4,1,2,92,2,2,0,1,6,0,Newcastle United FC
17,F. Schär,0,0,0,0,0,1,0,0,74,1,1,0,2,1,0,Newcastle United FC
18,D. Burn,0,0,0,0,0,0,0,0,52,0,2,1,0,0,0,Newcastle United FC
19,C. Wilson,0,0,0,0,1,3,1,1,16,0,1,1,1,1,,
20,A. Gordon,0,0,0,0,1,2,0,0,28,5,1,0,0,1,0,Newcastle United FC
21,J. Lascelles,0,0,0,0,0,0,0,0,31,0,1,0,0,0,0,Newcastle United FC
22,M. Dúbravka,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,Newcastle United FC
23,S. Longstaff,0,0,0,0,0,1,0,1,59,2,3,0,0,0,0,Newcastle United FC
24,K. Trippier,0,0,0,0,1,0,0,0,62,11,8,0,0,1,,
25,M. Almirón,0,0,0,0,1,2,0,1,25,1,2,0,1,0,0,Newcastle United FC
26,L. Miley,0,0,0,0,0,1,0,1,19,0,1,0,0,1,,
27,S. Botman,0,0,0,0,0,1,0,0,50,0,3,0,0,0,,
28,A. Isak,0,0,0,0,0,0,0,0,20,0,1,1,0,0,0,Newcastle United FC
29,T. Livramento,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,Newcastle United FC
30,L. Hall,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,Newcastle United FC
