,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,N. Zaniolo,0,0,0,1,3,6,1,3,7,2,0,0,1,2,1,Aston Villa FC
1,Pau Torres,0,0,0,0,0,2,0,1,97,1,0,0,1,0,1,Aston Villa FC
2,Douglas Luiz,0,1,0,0,0,0,0,0,96,3,4,0,1,0,1,Aston Villa FC
3,B. Kamara,0,0,0,1,0,0,0,0,74,0,2,0,3,0,,
4,J. McGinn,1,0,0,0,0,3,2,0,35,0,1,0,0,2,1,Aston Villa FC
5,M. Cash,0,0,0,1,1,0,0,0,53,0,1,0,1,0,1,Aston Villa FC
6,E. Konsa,0,0,0,0,0,1,0,1,105,0,0,0,0,1,1,Aston Villa FC
7,L. Digne,0,0,0,0,0,0,0,0,45,7,1,0,0,2,1,Aston Villa FC
8,M. Diaby,1,0,0,0,1,2,1,1,26,2,0,0,3,0,1,Aston Villa FC
9,E. Martínez,1,0,0,0,0,0,0,0,19,0,0,0,0,0,1,Aston Villa FC
10,O. Watkins,0,0,0,0,0,2,2,0,12,0,0,0,0,1,1,Aston Villa FC
11,L. Bailey,0,1,0,0,1,1,0,0,20,1,0,0,0,1,1,Aston Villa FC
12,Y. Tielemans,0,0,0,0,0,0,0,0,15,0,1,0,1,0,1,Aston Villa FC
13,Diego Carlos,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,Aston Villa FC
14,L. Dendoncker,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
15,B. Traoré,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,Wolverhampton Wanderers FC
16,R. Barkley,0,0,0,0,0,4,1,2,34,2,2,0,0,1,0,Luton Town FC
17,T. Kaminski,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,Luton Town FC
18,J. Brown,0,0,0,0,0,0,0,0,6,0,1,2,2,1,,
19,C. Morris,0,0,0,0,1,0,0,0,9,0,0,1,2,1,0,Luton Town FC
20,T. Lockyer,1,0,0,0,0,0,0,0,31,0,2,0,1,0,,
21,T. Mengi,0,0,0,0,0,1,0,0,14,0,3,1,0,0,0,Luton Town FC
22,I. Kaboré,0,0,0,1,0,0,0,0,22,3,1,0,3,3,0,Luton Town FC
23,M. Nakamba,0,0,0,0,0,0,0,0,26,0,0,0,1,0,,
24,G. Osho,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,Luton Town FC
25,A. Doughty,0,0,0,1,1,0,0,0,17,6,2,0,1,0,0,Luton Town FC
26,C. Ogbene,0,0,0,0,0,0,0,0,19,1,2,0,0,4,,
27,A. Townsend,0,0,0,0,0,0,0,0,12,5,1,0,0,0,0,Luton Town FC
28,T. Chong,0,0,0,0,0,1,0,1,8,0,2,1,0,1,0,Luton Town FC
29,E. Adebayo,0,0,0,0,1,1,0,1,1,0,0,1,0,0,,
30,R. Giles,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,
31,P. Mpanzu,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,Luton Town FC
