,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,J. Lerma,0,0,0,0,2,3,1,1,61,0,2,0,0,1,1,Crystal Palace FC
1,T. Mitchell,0,0,0,1,4,0,0,0,31,3,1,0,1,2,1,Crystal Palace FC
2,O. Édouard,0,0,0,0,1,4,1,1,19,1,0,0,1,0,1,Crystal Palace FC
3,J. Ayew,1,1,0,1,1,1,1,0,37,14,3,1,0,3,1,Crystal Palace FC
4,A. Wharton,0,0,0,1,0,1,0,0,31,8,2,0,2,0,1,Crystal Palace FC
5,J. Mateta,1,0,0,0,0,2,1,0,10,0,0,2,1,2,1,Crystal Palace FC
6,J. Ward,0,0,0,0,1,0,0,0,58,0,0,0,1,0,1,Crystal Palace FC
7,D. Muñoz,0,0,0,0,1,2,0,1,50,4,2,3,1,1,1,Crystal Palace FC
8,J. Andersen,0,0,0,0,1,0,0,0,77,2,0,0,1,1,1,Crystal Palace FC
9,C. Richards,1,0,0,0,0,1,1,0,62,0,3,0,0,2,1,Crystal Palace FC
10,S. Johnstone,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,
11,N. Ahamada,0,0,0,0,1,1,1,0,11,0,0,0,0,0,1,Crystal Palace FC
12,Matheus França,0,1,0,0,0,0,0,0,6,1,0,0,0,2,,
13,J. Tomkins,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,
14,David Ikechukwu Ozoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
15,Z. Amdouni,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,Burnley FC
16,J. Trafford,0,0,0,0,0,0,0,0,58,0,0,0,0,0,,
17,J. Guðmunds­son,0,0,0,0,0,0,0,0,24,2,1,0,0,1,0,Burnley FC
18,D. Fofana,0,0,0,0,0,1,0,0,15,0,0,0,2,0,0,Burnley FC
19,L. Assignon,0,0,0,0,2,0,0,0,17,2,1,1,1,0,0,Burnley FC
20,S. Berge,0,0,0,0,0,0,0,0,50,0,4,1,1,1,0,Burnley FC
21,J. Brownhill,0,0,1,0,0,0,0,0,19,0,0,0,1,0,0,Burnley FC
22,C. Taylor,0,0,0,0,0,0,0,0,37,1,1,0,3,0,0,Burnley FC
23,D. O'Shea,0,0,0,0,0,0,0,0,54,0,1,0,1,0,0,Burnley FC
24,W. Odobert,0,0,0,0,0,0,0,0,11,0,1,0,1,0,0,Burnley FC
25,M. Esteve,0,0,0,1,0,0,0,0,45,0,0,0,1,1,0,Burnley FC
26,J. Cullen,0,0,0,0,0,1,0,1,35,0,4,0,0,2,0,Burnley FC
27,Vitinho,0,0,0,0,1,0,0,0,11,2,0,0,1,1,0,Burnley FC
28,J. Rodríguez,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Burnley FC
29,B. Manuel,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,Burnley FC
30,J. Cork,0,0,0,0,0,0,0,0,5,0,1,0,1,1,,
