,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Matheus Cunha,0,1,0,0,0,1,1,0,22,0,0,0,0,3,1,Wolverhampton Wanderers FC
1,M. Lemina,0,0,0,1,1,1,0,0,32,0,2,2,1,1,1,Wolverhampton Wanderers FC
2,M. Kilman,0,0,0,1,0,0,0,0,67,0,2,0,2,2,1,Wolverhampton Wanderers FC
3,Nélson Semedo,0,0,0,0,0,0,0,0,41,1,2,0,2,1,1,Wolverhampton Wanderers FC
4,C. Dawson,0,0,0,0,0,0,0,0,73,0,1,0,0,0,,
5,Toti Gomes,0,0,0,0,0,0,0,0,71,0,1,0,1,0,1,Wolverhampton Wanderers FC
6,Hugo Bueno,0,0,0,0,1,0,0,0,29,1,3,0,2,2,1,Wolverhampton Wanderers FC
7,Pablo Sarabia,0,0,0,0,4,3,2,0,33,7,2,0,1,4,1,Wolverhampton Wanderers FC
8,João Gomes,0,0,0,0,0,0,0,0,37,0,3,0,1,2,1,Wolverhampton Wanderers FC
9,Hwang Hee-Chan,1,0,0,0,0,2,1,0,25,1,1,0,1,0,1,Wolverhampton Wanderers FC
10,D. Bentley,0,0,0,0,0,0,0,0,27,0,0,0,0,0,,
11,J. Bellegarde,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,
12,B. Traoré,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Wolverhampton Wanderers FC
13,M. Doherty,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Wolverhampton Wanderers FC
14,D. O'Shea,0,0,0,0,0,0,0,0,61,2,2,0,0,0,0,Burnley FC
15,C. Taylor,0,0,0,1,0,1,0,0,50,2,3,0,2,0,0,Burnley FC
16,L. Koleosho,0,0,0,0,1,1,0,1,9,0,1,0,1,1,,
17,J. Rodríguez,0,0,0,0,0,1,1,0,18,0,2,0,2,1,0,Burnley FC
18,J. Bruun Larsen,0,0,0,0,0,2,0,0,14,3,1,0,0,1,0,Burnley FC
19,Z. Amdouni,0,0,0,0,0,2,1,1,22,1,1,0,0,2,0,Burnley FC
20,J. Brownhill,0,0,0,1,2,2,1,1,52,0,0,0,1,1,0,Burnley FC
21,H. Ekdal,0,0,0,1,0,0,0,0,60,0,0,0,2,1,0,Burnley FC
22,Vitinho,0,0,0,0,1,2,0,0,24,3,4,0,2,0,0,Burnley FC
23,S. Berge,0,0,0,1,1,0,0,0,42,2,2,0,5,2,0,Burnley FC
24,J. Trafford,0,0,0,0,0,0,0,0,44,0,0,0,0,0,,
25,J. Guðmunds­son,0,0,0,0,0,0,0,0,25,2,0,0,0,1,0,Burnley FC
26,M. Trésor,0,0,0,0,2,1,0,1,11,3,3,0,0,0,0,Burnley FC
27,W. Odobert,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Burnley FC
28,N. Redmond,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,
