,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,K. Ajer,0,0,0,1,0,1,0,0,39,2,2,1,1,0,1,Brentford FC
1,C. Nørgaard,0,0,0,0,1,3,0,1,54,1,4,0,2,4,1,Brentford FC
2,F. Onyeka,0,0,0,1,0,2,1,1,27,0,3,0,2,2,1,Brentford FC
3,M. Jensen,0,0,0,1,0,1,0,0,32,4,2,0,2,1,1,Brentford FC
4,N. Collins,0,0,0,0,0,0,0,0,62,0,1,0,0,0,1,Brentford FC
5,N. Maupay,0,1,0,0,2,4,2,1,15,0,0,0,1,1,1,Brentford FC
6,M. Flekken,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,Brentford FC
7,B. Mbeumo,1,1,0,0,0,6,4,2,34,5,1,1,0,2,1,Brentford FC
8,Y. Wissa,1,0,0,0,1,3,2,0,17,2,2,0,2,2,1,Brentford FC
9,E. Pinnock,0,0,0,0,1,0,0,0,49,1,1,0,0,0,1,Brentford FC
10,V. Janelt,0,0,0,1,0,0,0,0,44,3,0,0,2,0,1,Brentford FC
11,Y. Yarmoliuk,0,0,0,0,0,1,0,0,12,0,1,0,1,0,1,Brentford FC
12,M. Roerslev,0,0,0,0,0,0,0,0,7,3,0,0,0,0,1,Brentford FC
13,S. Ghoddos,1,0,0,1,0,2,1,0,13,0,0,0,1,0,1,Brentford FC
14,M. Olakigbe,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
15,Z. Amdouni,0,0,0,0,1,2,1,0,20,0,0,0,0,3,0,Burnley FC
16,J. Trafford,0,0,0,0,0,0,0,0,51,0,1,0,0,1,,
17,C. Taylor,0,0,0,0,0,0,0,0,43,2,1,0,0,1,0,Burnley FC
18,S. Berge,0,0,0,1,0,0,0,0,15,1,1,0,2,0,0,Burnley FC
19,L. Foster,0,0,0,0,1,0,0,0,19,0,0,2,2,0,0,Burnley FC
20,W. Odobert,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,Burnley FC
21,A. Al Dakhil,0,0,0,0,0,0,0,0,44,0,0,0,0,1,,
22,M. Trésor,0,0,0,0,1,1,0,0,25,6,0,0,0,0,0,Burnley FC
23,C. Roberts,0,0,1,2,1,0,0,0,43,2,1,0,1,0,,
24,J. Cullen,0,0,0,1,0,0,0,0,69,0,1,0,2,3,0,Burnley FC
25,D. O'Shea,0,0,0,0,0,0,0,0,47,0,0,0,3,1,0,Burnley FC
26,L. Koleosho,0,0,0,0,1,2,0,1,14,2,2,0,1,1,,
27,J. Bruun Larsen,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,Burnley FC
28,J. Brownhill,0,0,0,0,0,0,0,0,14,1,0,0,0,2,0,Burnley FC
29,N. Redmond,0,0,0,0,0,0,0,0,8,0,0,0,0,1,,
30,H. Delcroix,0,0,0,0,0,0,0,0,15,0,0,0,0,0,,
