,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,A. Young,0,0,0,1,0,2,0,0,44,2,2,0,1,2,1,Everton FC
1,J. Pickford,0,0,0,0,0,0,0,0,35,0,0,0,0,1,1,Everton FC
2,J. Tarkowski,0,0,0,0,0,0,0,0,50,0,3,0,1,0,1,Everton FC
3,D. Calvert-Lewin,0,0,0,0,1,3,0,0,17,0,0,0,2,0,1,Everton FC
4,J. Branthwaite,0,0,0,0,0,0,0,0,27,0,2,0,2,1,1,Everton FC
5,A. Doucouré,1,0,0,0,1,5,3,0,38,1,2,2,1,0,1,Everton FC
6,J. Garner,1,0,0,0,1,4,2,1,39,5,6,0,1,2,1,Everton FC
7,A. Onana,0,0,0,0,0,3,1,1,45,0,4,0,2,4,,Manchester United FC
8,J. Harrison,1,1,0,0,0,4,1,3,20,3,3,0,0,3,1,Everton FC
9,V. Mykolenko,0,0,0,0,1,1,0,1,32,2,3,0,1,0,1,Everton FC
10,D. McNeil,0,0,0,0,4,2,1,0,26,10,3,0,2,1,1,Everton FC
11,N. Patterson,0,0,0,0,0,0,0,0,9,2,0,0,0,0,1,Everton FC
12,Beto,0,0,0,0,0,1,0,0,3,0,0,0,1,1,1,Everton FC
13,Youssef Chermiti,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Everton FC
14,R. Christie,0,0,0,0,2,0,0,0,22,2,1,0,1,1,0,AFC Bournemouth
15,L. Cook,0,0,0,0,0,0,0,0,47,1,1,0,0,2,0,AFC Bournemouth
16,M. Senesi,0,0,0,0,0,0,0,0,67,0,5,0,1,1,0,AFC Bournemouth
17,A. Smith,0,0,0,0,0,0,0,0,40,3,0,0,1,1,0,AFC Bournemouth
18,Neto,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,AFC Bournemouth
19,I. Zabarnyi,0,0,0,0,0,1,1,0,59,0,1,0,0,2,0,AFC Bournemouth
20,M. Kerkez,0,0,0,0,1,1,0,1,20,1,2,0,2,1,0,AFC Bournemouth
21,P. Billing,0,0,0,0,3,1,0,1,40,1,5,0,2,1,0,AFC Bournemouth
22,Dango Ouattara,0,0,0,0,0,1,0,0,6,1,1,0,1,1,0,AFC Bournemouth
23,D. Solanke,0,0,0,1,0,3,1,1,8,1,0,0,1,2,0,AFC Bournemouth
24,M. Tavernier,0,0,0,0,1,2,1,1,38,3,1,0,1,0,0,AFC Bournemouth
25,J. Rothwell,0,0,0,0,0,0,0,0,20,2,1,0,2,0,,
26,L. Sinisterra,0,0,0,0,0,0,0,0,12,1,2,0,1,0,0,AFC Bournemouth
27,D. Brooks,0,0,0,0,0,0,0,0,7,2,0,0,1,0,,
28,K. Moore,0,0,0,0,0,2,1,0,9,0,0,0,1,1,,
29,M. Aarons,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,AFC Bournemouth
