,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,P. Sarr,0,0,0,0,0,0,0,0,25,2,1,0,0,0,1,Tottenham Hotspur FC
1,Y. Bissouma,0,0,0,0,1,4,1,0,44,0,3,0,1,0,1,Tottenham Hotspur FC
2,B. Johnson,0,0,0,0,2,2,1,0,49,5,2,0,1,0,1,Tottenham Hotspur FC
3,Pedro Porro,1,0,0,0,2,1,1,0,59,7,2,1,1,0,1,Tottenham Hotspur FC
4,C. Romero,0,0,0,0,0,0,0,0,83,0,1,0,1,0,1,Tottenham Hotspur FC
5,M. van de Ven,1,0,0,0,0,1,1,0,71,0,5,0,0,0,1,Tottenham Hotspur FC
6,T. Werner,0,0,0,1,0,1,0,1,41,5,1,1,1,2,1,Tottenham Hotspur FC
7,J. Maddison,0,0,0,0,2,2,0,2,60,3,0,0,0,3,1,Tottenham Hotspur FC
8,D. Udogie,0,0,0,0,1,0,0,0,45,1,0,0,2,1,1,Tottenham Hotspur FC
9,Son Heung-Min,0,1,0,0,1,2,1,1,39,1,0,0,0,0,1,Tottenham Hotspur FC
10,G. Vicario,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,Tottenham Hotspur FC
11,P. Højbjerg,0,0,0,0,2,3,2,1,59,0,0,0,1,1,1,Tottenham Hotspur FC
12,R. Bentancur,0,1,0,1,0,0,0,0,32,0,0,0,2,1,1,Tottenham Hotspur FC
13,G. Lo Celso,0,0,0,0,0,1,0,0,17,0,1,0,0,3,1,Tottenham Hotspur FC
14,D. Kulusevski,0,0,0,0,1,0,0,0,9,0,1,0,0,0,1,Tottenham Hotspur FC
15,D. Scarlett,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,Tottenham Hotspur FC
16,R. Yates,0,0,0,1,0,1,1,0,34,0,2,0,5,0,0,Nottingham Forest FC
17,Murillo,1,0,0,0,0,1,0,0,56,0,1,0,1,0,0,Nottingham Forest FC
18,C. Wood,1,0,0,0,0,3,2,0,13,0,0,1,1,0,0,Nottingham Forest FC
19,M. Gibbs-White,0,0,0,1,0,1,0,0,25,6,0,1,1,2,0,Nottingham Forest FC
20,O. Aina,0,0,0,0,1,0,0,0,33,2,2,0,0,2,0,Nottingham Forest FC
21,M. Sels,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,Nottingham Forest FC
22,A. Elanga,0,1,0,0,1,1,1,0,36,2,0,0,0,2,0,Nottingham Forest FC
23,N. Williams,0,0,0,1,0,1,0,0,35,3,3,0,2,1,0,Nottingham Forest FC
24,Danilo,0,0,0,1,0,0,0,0,21,0,0,0,1,0,0,Nottingham Forest FC
25,C. Hudson-Odoi,0,0,0,0,0,3,1,0,26,1,0,0,0,1,0,Nottingham Forest FC
26,A. Omobamidele,0,0,0,0,0,0,0,0,38,0,0,0,1,0,0,Nottingham Forest FC
27,D. Origi,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,Nottingham Forest FC
28,N. Domínguez,0,0,0,0,0,1,1,0,15,0,0,0,0,1,0,Nottingham Forest FC
29,G. Reyna,0,0,0,0,0,0,0,0,7,0,2,0,0,1,0,Nottingham Forest FC
30,I. Sangaré,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,Nottingham Forest FC
31,G. Montiel,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Nottingham Forest FC
