,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,D. Szoboszlai,0,0,0,0,2,3,1,2,71,0,1,0,0,1,1,Liverpool FC
1,I. Konaté,0,0,0,0,0,1,0,0,69,0,3,0,0,1,1,Liverpool FC
2,Diogo Jota,1,0,0,0,1,5,2,1,37,0,1,0,2,2,1,Liverpool FC
3,V. van Dijk,0,0,0,0,0,3,1,0,62,0,0,0,0,0,1,Liverpool FC
4,C. Gakpo,0,0,0,0,0,3,0,2,25,0,1,0,1,1,1,Liverpool FC
5,A. Robertson,0,0,0,0,0,0,0,0,73,6,3,0,0,0,1,Liverpool FC
6,Alisson Becker,0,0,0,1,0,0,0,0,45,0,0,0,1,0,1,Liverpool FC
7,A. Mac Allister,0,0,1,0,0,0,0,0,50,0,2,0,1,2,1,Liverpool FC
8,L. Díaz,1,0,0,0,2,3,1,2,40,0,0,0,4,3,1,Liverpool FC
9,Mohamed Salah,1,0,0,0,1,5,3,0,32,1,1,0,0,1,1,Liverpool FC
10,T. Alexander-Arnold,0,0,0,0,4,3,2,1,54,8,1,0,0,1,1,Liverpool FC
11,W. Endo,0,0,0,0,0,0,0,0,17,0,1,0,2,0,1,Liverpool FC
12,J. Gomez,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,Liverpool FC
13,H. Elliott,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,Liverpool FC
14,D. Núñez,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,Liverpool FC
15,K. Tsimikas,0,0,0,0,0,0,0,0,5,1,0,0,0,1,,
16,A. Semenyo,1,0,0,1,0,3,2,0,12,2,0,0,1,0,0,AFC Bournemouth
17,J. Rothwell,0,0,0,0,0,0,0,0,31,0,2,0,1,0,,
18,D. Solanke,0,1,0,0,0,3,0,0,17,0,0,1,1,1,0,AFC Bournemouth
19,R. Christie,0,0,0,0,0,0,0,0,13,1,1,0,1,1,0,AFC Bournemouth
20,M. Aarons,0,0,0,0,0,1,0,1,33,2,2,0,1,5,0,AFC Bournemouth
21,I. Zabarnyi,0,0,0,0,0,0,0,0,37,0,0,0,0,1,0,AFC Bournemouth
22,M. Senesi,0,0,0,0,0,0,0,0,38,0,4,0,2,0,0,AFC Bournemouth
23,M. Kerkez,0,0,0,0,0,0,0,0,31,2,5,0,2,0,0,AFC Bournemouth
24,P. Billing,0,0,0,0,0,2,0,0,32,0,3,0,1,0,0,AFC Bournemouth
25,J. Anthony,0,0,0,1,0,0,0,0,15,0,1,2,1,1,,
26,Neto,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,AFC Bournemouth
27,K. Moore,0,0,0,0,0,1,0,0,8,0,0,0,0,0,,
28,J. Kluivert,0,0,0,0,0,1,1,0,7,1,0,0,1,0,0,AFC Bournemouth
29,L. Kelly,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,AFC Bournemouth
30,D. Brooks,0,0,0,0,0,0,0,0,8,1,0,0,1,1,,
31,H. Traorè,0,0,0,0,2,2,2,0,9,1,0,0,0,0,,
