,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,L. Foster,0,0,0,0,0,0,0,0,23,0,0,0,1,0,1,Burnley FC
1,A. Murić,1,0,0,0,0,0,0,0,73,0,0,0,0,0,1,Burnley FC
2,Vitinho,0,0,0,0,0,0,0,0,18,0,3,0,1,0,1,Burnley FC
3,J. Cullen,0,0,0,1,1,1,0,1,56,2,1,0,1,1,1,Burnley FC
4,H. Ekdal,0,0,0,0,0,0,0,0,30,0,2,0,3,0,1,Burnley FC
5,M. Esteve,0,0,0,0,0,0,0,0,77,0,3,0,0,2,1,Burnley FC
6,S. Berge,0,0,0,0,0,1,0,0,45,0,1,0,1,1,1,Burnley FC
7,J. Bruun Larsen,0,0,0,0,2,1,0,0,19,2,0,0,0,0,1,Burnley FC
8,W. Odobert,0,0,0,0,0,2,0,0,26,3,0,0,0,0,1,Burnley FC
9,L. Assignon,0,0,0,0,1,1,0,1,30,3,4,0,5,2,1,Burnley FC
10,D. Fofana,0,0,0,0,0,2,0,0,16,0,2,1,2,0,1,Burnley FC
11,C. Taylor,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,Burnley FC
12,J. Rodríguez,0,0,0,0,0,1,1,0,5,0,2,0,2,0,1,Burnley FC
13,J. Brownhill,1,0,0,0,0,2,2,0,16,0,4,0,2,0,1,Burnley FC
14,M. Trésor,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,Burnley FC
15,P. Groß,0,0,0,0,2,3,1,2,83,9,1,0,0,2,0,Brighton & Hove Albion FC
16,J. Moder,0,0,0,0,1,2,1,1,33,2,1,0,0,0,0,Brighton & Hove Albion FC
17,B. Verbruggen,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,Brighton & Hove Albion FC
18,L. Dunk,0,0,0,0,0,0,0,0,87,0,1,0,0,0,0,Brighton & Hove Albion FC
19,D. Welbeck,0,0,0,0,1,0,0,0,29,0,0,2,0,3,0,Brighton & Hove Albion FC
20,C. Baleba,0,0,0,0,1,3,2,1,58,0,3,0,3,5,0,Brighton & Hove Albion FC
21,J. van Hecke,0,0,0,0,0,0,0,0,72,1,1,0,0,1,0,Brighton & Hove Albion FC
22,P. Estupiñán,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,Brighton & Hove Albion FC
23,J. Veltman,0,0,0,1,0,0,0,0,33,1,3,0,0,0,0,Brighton & Hove Albion FC
24,S. Adingra,0,0,0,0,0,4,3,0,23,1,3,0,2,0,0,Brighton & Hove Albion FC
25,João Pedro,0,0,0,0,0,6,0,1,28,0,2,1,1,7,0,Brighton & Hove Albion FC
26,Igor Julio,0,0,0,0,0,0,0,0,33,0,0,0,1,0,0,Brighton & Hove Albion FC
27,F. Buonanotte,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,Brighton & Hove Albion FC
28,Ansu Fati,0,0,0,0,0,2,1,1,9,0,0,1,0,0,0,Brighton & Hove Albion FC
29,A. Lallana,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,Brighton & Hove Albion FC
30,M. O’Mahony,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Brighton & Hove Albion FC
