,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,R. Christie,0,0,0,0,0,1,1,0,39,1,3,0,2,0,1,AFC Bournemouth
1,L. Cook,0,0,0,1,0,1,0,1,45,2,2,0,2,0,1,AFC Bournemouth
2,I. Zabarnyi,0,0,0,0,0,0,0,0,48,0,1,0,0,0,1,AFC Bournemouth
3,Neto,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,AFC Bournemouth
4,M. Senesi,0,0,0,1,0,0,0,0,25,0,4,0,2,0,1,AFC Bournemouth
5,M. Kerkez,0,0,0,0,2,3,1,2,26,1,1,1,0,0,1,AFC Bournemouth
6,A. Smith,0,0,0,0,1,0,0,0,32,0,4,0,2,0,1,AFC Bournemouth
7,M. Tavernier,0,0,0,0,0,2,0,0,26,4,1,1,1,0,1,AFC Bournemouth
8,A. Semenyo,0,0,0,0,0,0,0,0,22,3,1,0,1,5,1,AFC Bournemouth
9,J. Kluivert,0,0,0,0,0,1,1,0,7,0,1,0,1,0,1,AFC Bournemouth
10,D. Solanke,0,0,0,0,0,3,1,1,13,0,1,1,2,1,1,AFC Bournemouth
11,Dango Ouattara,0,0,0,0,0,1,0,0,9,2,1,0,0,0,1,AFC Bournemouth
12,A. Scott,0,0,0,0,0,0,0,0,16,0,3,0,0,0,1,AFC Bournemouth
13,R. Faivre,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,AFC Bournemouth
14,L. Sinisterra,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,AFC Bournemouth
15,E. Ünal,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,AFC Bournemouth
16,N. Aké,0,0,0,0,0,1,1,0,57,0,1,0,3,0,0,Manchester City FC
17,Matheus Nunes,0,0,0,0,0,0,0,0,26,4,1,0,1,2,0,Manchester City FC
18,M. Kovačić,0,0,0,0,1,1,0,1,41,0,0,0,0,4,0,Manchester City FC
19,Rodri,0,0,0,0,0,1,0,1,86,0,2,0,0,1,0,Manchester City FC
20,P. Foden,1,0,0,0,0,4,3,0,67,5,1,0,0,2,0,Manchester City FC
21,J. Stones,0,0,0,0,1,0,0,0,53,1,0,0,0,1,0,Manchester City FC
22,Ederson,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,Manchester City FC
23,M. Akanji,0,0,0,0,0,0,0,0,55,0,3,0,0,0,0,Manchester City FC
24,Bernardo Silva,0,0,0,1,2,3,0,2,67,3,1,0,1,2,0,Manchester City FC
25,E. Haaland,0,0,0,0,1,4,2,1,21,0,0,0,0,1,0,Manchester City FC
26,Rúben Dias,0,0,0,0,1,0,0,0,49,0,2,0,1,0,0,Manchester City FC
27,J. Doku,0,0,0,0,2,1,0,1,10,1,1,0,0,0,0,Manchester City FC
28,J. Álvarez,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,Manchester City FC
29,K. De Bruyne,0,0,0,1,0,0,0,0,8,1,0,0,0,1,0,Manchester City FC
