,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,M. Akanji,0,0,0,0,1,1,0,0,94,0,3,0,0,0,1,Manchester City FC
1,J. Gvardiol,1,1,0,0,2,4,2,1,67,0,3,0,0,0,1,Manchester City FC
2,Rúben Dias,0,0,0,0,0,3,1,0,114,1,2,0,1,1,1,Manchester City FC
3,R. Lewis,0,0,0,0,0,0,0,0,86,0,1,0,1,1,1,Manchester City FC
4,Ederson,0,0,0,0,0,0,0,0,31,0,0,0,0,1,1,Manchester City FC
5,Matheus Nunes,0,0,0,0,2,4,2,1,71,4,1,0,2,1,1,Manchester City FC
6,K. De Bruyne,0,0,0,1,1,5,3,1,61,5,0,0,2,0,1,Manchester City FC
7,E. Haaland,1,0,0,0,0,5,2,1,15,0,0,0,0,0,1,Manchester City FC
8,J. Doku,1,1,0,0,3,6,1,3,55,5,1,0,0,1,1,Manchester City FC
9,J. Álvarez,0,1,0,0,2,3,1,0,61,10,3,0,0,0,1,Manchester City FC
10,M. Kovačić,1,0,0,0,1,5,1,2,87,0,5,0,0,0,1,Manchester City FC
11,Sergio Gómez,0,0,0,0,0,1,0,1,13,2,0,0,1,0,1,Manchester City FC
12,O. Bobb,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,Manchester City FC
13,J. Clark,0,0,0,0,0,0,0,0,21,1,1,0,1,1,0,Luton Town FC
14,R. Barkley,1,0,0,0,0,1,1,0,44,0,0,0,1,1,0,Luton Town FC
15,F. Onyedinma,0,0,0,0,0,0,0,0,17,0,4,0,1,1,0,Luton Town FC
16,R. Burke,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,Luton Town FC
17,T. Kaminski,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,Luton Town FC
18,D. Hashioka,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,Luton Town FC
19,A. Doughty,0,0,0,0,0,1,1,0,34,1,2,0,1,1,0,Luton Town FC
20,A. Townsend,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,Luton Town FC
21,L. Berry,0,0,0,0,0,0,0,0,16,0,1,0,0,1,0,Luton Town FC
22,T. Chong,0,0,0,0,1,0,0,0,15,1,1,0,1,2,0,Luton Town FC
23,C. Morris,0,0,0,0,0,0,0,0,15,0,0,1,1,0,0,Luton Town FC
24,C. Woodrow,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,Luton Town FC
25,P. Mpanzu,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,Luton Town FC
26,Z. Nelson,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,Luton Town FC
27,J. Johnson,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Luton Town FC
