,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,G. Osho,1,0,0,0,0,1,1,0,25,0,2,0,0,0,1,Luton Town FC
1,T. Mengi,0,0,0,0,0,1,1,0,32,0,2,0,0,0,1,Luton Town FC
2,R. Barkley,1,0,0,1,0,1,1,0,38,0,2,0,2,4,1,Luton Town FC
3,I. Kaboré,0,0,0,0,0,0,0,0,21,1,4,0,4,0,1,Luton Town FC
4,P. Mpanzu,0,0,0,0,0,1,0,0,24,0,1,0,0,0,1,Luton Town FC
5,E. Adebayo,1,0,0,0,0,1,1,0,12,0,0,0,0,1,,
6,T. Kaminski,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,Luton Town FC
7,A. Doughty,0,2,0,0,1,0,0,0,22,5,3,0,2,0,1,Luton Town FC
8,A. Bell,0,0,0,0,0,0,0,0,23,0,1,0,2,1,,
9,J. Brown,0,0,0,1,1,0,0,0,19,2,4,0,3,0,,
10,A. Townsend,0,1,0,0,1,1,0,1,19,2,0,0,0,1,1,Luton Town FC
11,T. Chong,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Luton Town FC
12,C. Ogbene,0,0,0,0,0,0,0,0,5,1,0,1,1,0,,
13,C. Morris,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,Luton Town FC
14,R. Giles,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
15,J. Clark,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Luton Town FC
16,Gabriel Jesus,1,1,0,1,2,3,3,0,33,2,1,1,1,1,0,Arsenal FC
17,David Raya,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,Arsenal FC
18,K. Havertz,1,0,0,0,1,5,1,1,32,1,1,2,0,1,0,Arsenal FC
19,Gabriel Martinelli,1,0,0,0,0,2,2,0,17,3,1,0,0,2,0,Arsenal FC
20,D. Rice,1,0,0,0,1,3,1,2,78,1,2,0,1,0,0,Arsenal FC
21,W. Saliba,0,0,0,0,0,0,0,0,93,0,1,0,1,0,0,Arsenal FC
22,B. White,0,1,0,0,1,0,0,0,65,4,1,1,0,1,0,Arsenal FC
23,Gabriel Magalhães,0,0,0,0,0,0,0,0,68,0,1,0,0,2,0,Arsenal FC
24,J. Kiwior,0,0,0,0,0,1,0,1,20,1,2,0,1,1,0,Arsenal FC
25,M. Ødegaard,0,1,0,0,0,2,1,1,67,3,1,0,3,1,0,Arsenal FC
26,B. Saka,0,1,0,0,2,3,1,2,42,8,1,0,0,3,0,Arsenal FC
27,O. Zinchenko,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,Arsenal FC
28,L. Trossard,0,0,0,0,1,4,0,2,16,1,0,0,0,2,0,Arsenal FC
