,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,D. Welbeck,0,0,0,0,1,0,0,0,19,1,0,0,0,1,1,Brighton & Hove Albion FC
1,B. Gilmour,0,0,0,1,0,1,0,0,72,6,3,0,1,0,,
2,L. Dunk,0,0,0,1,0,2,0,1,78,0,0,0,1,0,1,Brighton & Hove Albion FC
3,A. Webster,0,0,0,0,0,1,0,1,89,0,2,0,1,0,,
4,B. Verbruggen,0,0,0,0,0,0,0,0,49,0,0,0,0,0,1,Brighton & Hove Albion FC
5,Mahmoud Dahoud,0,1,0,0,0,1,0,1,28,0,1,0,0,0,,
6,S. Adingra,0,0,0,0,0,0,0,0,26,3,0,1,2,1,1,Brighton & Hove Albion FC
7,P. Estupiñán,0,1,0,0,1,1,0,1,38,1,1,0,2,1,1,Brighton & Hove Albion FC
8,J. Veltman,0,0,0,1,0,0,0,0,47,1,8,0,1,4,1,Brighton & Hove Albion FC
9,F. Buonanotte,0,0,0,0,0,1,1,0,13,1,2,0,2,4,1,Brighton & Hove Albion FC
10,E. Ferguson,0,0,0,0,0,1,1,0,8,0,0,0,0,0,1,Brighton & Hove Albion FC
11,Ansu Fati,0,0,0,0,0,2,0,1,21,0,1,0,2,1,1,Brighton & Hove Albion FC
12,K. Mitoma,2,0,0,0,1,2,2,0,11,0,1,0,0,1,,
13,João Pedro,0,0,0,0,1,1,0,1,9,0,1,0,0,3,1,Brighton & Hove Albion FC
14,C. Baleba,0,0,0,0,0,0,0,0,8,0,4,0,0,0,1,Brighton & Hove Albion FC
15,T. Lamptey,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,Brighton & Hove Albion FC
16,M. Aarons,0,0,0,0,0,0,0,0,25,0,3,1,0,1,0,AFC Bournemouth
17,I. Zabarnyi,0,0,0,1,0,1,0,0,37,0,3,0,1,1,0,AFC Bournemouth
18,D. Solanke,1,0,0,0,0,3,2,0,13,0,1,0,2,1,0,AFC Bournemouth
19,M. Tavernier,0,0,0,0,1,0,0,0,18,1,2,0,0,0,0,AFC Bournemouth
20,P. Billing,0,0,0,0,1,1,0,0,25,1,4,0,0,2,0,AFC Bournemouth
21,R. Christie,0,1,0,0,0,1,0,0,29,0,1,0,1,1,0,AFC Bournemouth
22,M. Kerkez,1,0,0,0,1,0,0,0,17,3,3,0,3,3,0,AFC Bournemouth
23,L. Cook,0,0,0,0,0,0,0,0,49,4,0,0,1,0,0,AFC Bournemouth
24,L. Kelly,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,AFC Bournemouth
25,Neto,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,AFC Bournemouth
26,J. Kluivert,0,0,0,0,0,0,0,0,14,0,1,0,1,1,0,AFC Bournemouth
27,A. Semenyo,0,0,0,0,1,3,2,1,6,0,0,0,2,0,0,AFC Bournemouth
28,Dango Ouattara,0,0,0,0,0,1,0,1,11,0,0,0,1,2,0,AFC Bournemouth
29,M. Senesi,0,0,0,1,0,0,0,0,4,0,2,0,3,0,0,AFC Bournemouth
30,D. Brooks,0,0,0,1,0,1,0,1,6,0,1,0,2,0,,
31,H. Traorè,0,0,0,0,0,1,0,1,4,0,1,0,0,0,,
