,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Pau Torres,0,0,0,0,0,1,1,0,47,0,2,0,1,0,1,Aston Villa FC
1,L. Digne,0,0,0,0,1,1,0,0,26,8,1,0,0,3,1,Aston Villa FC
2,J. McGinn,0,0,0,0,0,4,1,2,32,1,6,0,3,3,1,Aston Villa FC
3,E. Martínez,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1,Aston Villa FC
4,Diego Carlos,0,0,0,0,0,0,0,0,60,0,0,0,2,1,1,Aston Villa FC
5,B. Kamara,0,0,0,1,0,0,0,0,54,0,2,0,1,1,,
6,Y. Tielemans,0,1,0,0,0,1,0,1,31,2,0,0,2,1,1,Aston Villa FC
7,E. Konsa,0,0,0,0,0,1,0,0,52,1,3,0,0,1,1,Aston Villa FC
8,L. Bailey,1,0,0,0,3,5,3,1,21,1,0,0,1,0,1,Aston Villa FC
9,Douglas Luiz,0,0,0,0,2,5,1,2,52,3,0,0,1,2,1,Aston Villa FC
10,O. Watkins,0,0,0,1,0,4,1,3,12,0,1,0,2,1,1,Aston Villa FC
11,J. Ramsey,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,
12,M. Diaby,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,Aston Villa FC
13,Álex Moreno,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Aston Villa FC
14,J. Durán,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,Aston Villa FC
15,J. Álvarez,0,0,0,0,0,0,0,0,26,0,0,2,1,0,0,Manchester City FC
16,Ederson,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,Manchester City FC
17,K. Walker,0,0,0,0,0,0,0,0,66,1,1,1,2,2,,
18,R. Lewis,0,0,0,1,0,0,0,0,18,0,2,0,3,2,0,Manchester City FC
19,Rúben Dias,0,0,0,0,0,0,0,0,98,1,3,0,2,0,0,Manchester City FC
20,J. Gvardiol,0,0,0,0,0,0,0,0,59,0,8,0,2,2,0,Manchester City FC
21,Bernardo Silva,0,0,0,0,0,0,0,0,44,2,3,0,0,0,0,Manchester City FC
22,J. Stones,0,0,0,1,0,0,0,0,39,0,0,0,1,1,0,Manchester City FC
23,M. Akanji,0,0,0,0,0,0,0,0,64,0,1,0,1,2,0,Manchester City FC
24,E. Haaland,0,0,0,0,0,2,2,0,9,0,0,0,1,2,0,Manchester City FC
25,P. Foden,0,0,0,0,0,0,0,0,25,2,0,2,0,0,0,Manchester City FC
26,Matheus Nunes,0,0,0,0,0,0,0,0,14,1,1,0,0,1,0,Manchester City FC
27,M. Kovačić,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Manchester City FC
28,O. Bobb,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,Manchester City FC
