,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Bernardo Silva,0,0,0,0,1,1,0,1,70,8,0,0,2,0,1,Manchester City FC
1,Ederson,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,Manchester City FC
2,N. Aké,0,0,0,0,1,0,0,0,88,2,1,0,0,2,1,Manchester City FC
3,J. Doku,0,0,0,0,1,3,1,1,37,2,0,0,0,1,1,Manchester City FC
4,Rúben Dias,0,0,0,0,0,0,0,0,106,1,0,0,0,0,1,Manchester City FC
5,K. Walker,0,0,0,0,1,2,1,1,103,1,1,0,0,0,,
6,P. Foden,2,0,0,0,5,9,4,5,83,11,1,0,0,4,1,Manchester City FC
7,E. Haaland,1,0,0,0,0,4,1,0,7,0,0,0,1,1,1,Manchester City FC
8,J. Stones,0,0,0,0,0,1,0,1,75,0,0,0,0,1,1,Manchester City FC
9,K. De Bruyne,0,0,0,0,4,5,0,1,76,12,0,0,1,0,1,Manchester City FC
10,Rodri,0,2,0,0,2,2,1,1,114,0,2,0,1,1,1,Manchester City FC
11,J. Álvarez,0,1,0,0,0,0,0,0,15,0,0,0,0,0,1,Manchester City FC
12,Oscar Bobb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
13,Casemiro,0,0,0,0,0,1,0,0,34,0,4,0,0,1,0,Manchester United FC
14,Diogo Dalot,0,0,0,0,0,0,0,0,40,0,3,0,2,2,0,Manchester United FC
15,Bruno Fernandes,0,1,0,0,2,0,0,0,36,3,2,0,1,0,0,Manchester United FC
16,V. Lindelöf,0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,Manchester United FC
17,S. McTominay,0,0,0,0,0,0,0,0,21,1,1,0,1,1,0,Manchester United FC
18,M. Rashford,1,0,0,0,0,2,1,0,12,0,0,0,0,0,0,Manchester United FC
19,R. Varane,0,0,0,1,0,0,0,0,29,0,0,0,1,0,0,Manchester United FC
20,A. Garnacho,0,0,0,0,0,0,0,0,15,0,1,0,1,0,0,Manchester United FC
21,A. Onana,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,Manchester United FC
22,J. Evans,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,Manchester United FC
23,K. Mainoo,0,0,0,0,0,0,0,0,18,0,3,0,0,1,0,Manchester United FC
24,W. Kambwala,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Manchester United FC
25,Antony,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,Manchester United FC
26,S. Amrabat,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,Manchester United FC
27,O. Forson,0,0,0,0,0,0,0,0,3,0,2,0,1,0,,
