,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,W. Odobert,0,0,0,0,3,6,1,3,45,3,1,0,1,1,1,Burnley FC
1,J. Trafford,0,0,0,0,0,0,0,0,80,0,0,0,0,0,,
2,J. Cullen,0,0,0,0,0,2,1,1,93,0,0,0,0,3,1,Burnley FC
3,D. O'Shea,0,0,0,1,0,1,0,0,71,1,1,0,0,0,1,Burnley FC
4,J. Bruun Larsen,0,0,0,0,1,2,2,0,35,4,0,1,2,0,1,Burnley FC
5,S. Berge,0,0,0,0,0,1,0,0,70,0,5,0,0,1,1,Burnley FC
6,M. Esteve,0,0,0,0,0,2,0,1,76,1,2,0,3,1,1,Burnley FC
7,L. Assignon,0,0,0,0,0,0,0,0,30,5,5,0,1,1,1,Burnley FC
8,Vitinho,0,0,0,1,1,3,0,1,23,4,0,0,0,1,1,Burnley FC
9,C. Taylor,0,0,0,0,0,0,0,0,35,6,1,1,0,2,1,Burnley FC
10,D. Fofana,0,0,0,0,2,2,2,0,21,0,2,0,1,1,1,Burnley FC
11,Z. Amdouni,0,0,0,0,0,0,0,0,8,0,1,0,0,1,1,Burnley FC
12,B. Manuel,0,0,0,0,0,1,0,0,11,1,1,0,0,1,1,Burnley FC
13,J. Guðmunds­son,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,Burnley FC
14,J. Rodríguez,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Burnley FC
15,A. Smith,0,0,0,1,0,0,0,0,18,1,1,0,1,2,0,AFC Bournemouth
16,L. Cook,0,2,0,0,1,0,0,0,24,2,1,0,3,1,0,AFC Bournemouth
17,R. Christie,0,0,0,0,0,0,0,0,5,0,2,0,1,1,0,AFC Bournemouth
18,A. Semenyo,1,0,0,1,0,3,1,0,25,1,1,1,1,0,0,AFC Bournemouth
19,D. Solanke,0,0,0,0,0,1,1,0,11,0,2,3,0,2,0,AFC Bournemouth
20,M. Kerkez,0,0,0,0,1,0,0,0,16,2,2,0,0,1,0,AFC Bournemouth
21,I. Zabarnyi,0,0,0,0,0,0,0,0,20,0,2,0,1,0,0,AFC Bournemouth
22,J. Kluivert,1,0,0,1,0,2,1,1,8,0,0,0,1,0,0,AFC Bournemouth
23,M. Senesi,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,AFC Bournemouth
24,M. Tavernier,0,0,0,1,0,4,0,0,15,3,7,0,2,0,0,AFC Bournemouth
25,Neto,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,AFC Bournemouth
26,C. Mepham,0,0,0,0,0,0,0,0,18,0,1,0,2,0,0,AFC Bournemouth
27,A. Scott,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,AFC Bournemouth
28,P. Billing,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,AFC Bournemouth
29,E. Ünal,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,AFC Bournemouth
30,Dango Ouattara,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,AFC Bournemouth
