,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,L. Kelly,0,0,0,0,0,0,0,0,56,2,1,0,0,1,1,AFC Bournemouth
1,M. Tavernier,0,0,0,0,1,2,1,0,38,3,3,0,0,0,1,AFC Bournemouth
2,L. Cook,0,0,0,1,1,0,0,0,41,7,3,0,1,1,1,AFC Bournemouth
3,J. Kluivert,0,0,0,0,1,1,1,0,14,0,1,0,2,0,1,AFC Bournemouth
4,R. Christie,0,0,0,0,0,2,2,0,37,1,4,0,1,0,1,AFC Bournemouth
5,M. Senesi,0,0,0,1,0,0,0,0,69,0,3,0,0,1,1,AFC Bournemouth
6,Neto,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1,AFC Bournemouth
7,A. Semenyo,0,0,0,0,0,4,1,1,16,0,3,0,1,0,1,AFC Bournemouth
8,D. Solanke,2,0,0,0,1,4,2,1,10,2,2,0,2,0,1,AFC Bournemouth
9,M. Aarons,0,0,0,0,0,0,0,0,24,2,3,0,1,0,1,AFC Bournemouth
10,I. Zabarnyi,0,0,0,0,0,0,0,0,65,0,2,0,0,0,1,AFC Bournemouth
11,A. Smith,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,AFC Bournemouth
12,L. Sinisterra,0,0,0,0,2,5,2,1,10,0,0,0,2,0,1,AFC Bournemouth
13,Dango Ouattara,0,0,0,0,0,1,1,0,3,0,1,0,0,1,1,AFC Bournemouth
14,J. Rothwell,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
15,S. Longstaff,0,0,0,0,1,2,1,0,39,0,1,0,0,3,0,Newcastle United FC
16,L. Miley,0,0,0,0,0,0,0,0,42,0,1,0,0,0,,
17,K. Trippier,0,0,0,0,0,0,0,0,72,6,1,0,0,0,,
18,J. Lascelles,0,0,0,1,0,0,0,0,68,0,1,1,1,0,0,Newcastle United FC
19,M. Almirón,0,0,0,0,1,0,0,0,13,0,2,0,0,0,0,Newcastle United FC
20,A. Gordon,0,0,0,0,2,1,1,0,22,1,3,0,0,2,0,Newcastle United FC
21,N. Pope,0,0,0,0,0,0,0,0,17,0,0,0,0,0,,
22,L. Hall,0,0,0,0,0,1,1,0,26,0,4,0,0,0,0,Newcastle United FC
23,F. Schär,0,0,0,0,0,1,0,0,44,1,3,0,0,2,0,Newcastle United FC
24,Joelinton,0,0,0,0,0,0,0,0,43,0,0,0,2,2,,
25,J. Willock,0,0,0,0,1,1,1,0,36,1,3,0,0,0,0,Newcastle United FC
26,M. Ritchie,0,0,0,0,0,2,1,0,27,0,1,0,1,1,0,Newcastle United FC
27,T. Livramento,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,Newcastle United FC
28,B. Parkinson,0,0,0,0,0,0,0,0,3,0,0,1,0,0,,
29,E. Krafth,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Newcastle United FC
