,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,J. Garner,0,0,0,1,1,0,0,0,45,3,4,0,1,2,1,Everton FC
1,J. Pickford,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1,Everton FC
2,J. Tarkowski,0,0,0,0,0,0,0,0,47,1,1,0,1,0,1,Everton FC
3,I. Gueye,0,0,0,0,1,2,0,2,34,0,7,0,2,2,1,Everton FC
4,A. Young,0,0,0,0,3,0,0,0,23,11,1,0,1,1,1,Everton FC
5,J. Harrison,1,0,0,0,1,2,1,0,19,4,1,0,0,2,1,Everton FC
6,D. Calvert-Lewin,0,1,0,0,0,5,1,1,16,0,1,1,0,0,1,Everton FC
7,B. Godfrey,0,0,0,1,1,2,1,0,23,1,3,1,0,0,1,Everton FC
8,J. Branthwaite,1,0,0,0,0,1,1,0,37,0,0,1,1,0,1,Everton FC
9,V. Mykolenko,0,0,0,0,0,0,0,0,32,3,4,1,0,1,1,Everton FC
10,D. McNeil,0,0,0,0,1,1,0,0,18,12,1,0,0,4,1,Everton FC
11,S. Coleman,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,Everton FC
12,Youssef Chermiti,0,0,0,0,0,1,1,0,3,0,0,1,0,0,1,Everton FC
13,L. Dobbin,0,0,0,1,0,0,0,0,5,1,1,0,1,1,,
14,Beto,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Everton FC
15,M. van de Ven,0,0,0,0,0,0,0,0,62,0,3,0,0,0,0,Tottenham Hotspur FC
16,P. Højbjerg,0,0,0,0,0,2,0,0,57,0,3,0,2,2,0,Tottenham Hotspur FC
17,D. Udogie,0,1,0,0,0,0,0,0,40,0,7,0,3,0,0,Tottenham Hotspur FC
18,C. Romero,0,0,0,0,0,0,0,0,63,0,2,0,0,1,0,Tottenham Hotspur FC
19,B. Johnson,0,0,0,0,0,0,0,0,15,1,1,0,2,1,0,Tottenham Hotspur FC
20,Pedro Porro,0,0,0,0,1,1,1,0,51,4,0,0,1,0,0,Tottenham Hotspur FC
21,R. Bentancur,0,0,0,0,0,0,0,0,38,0,1,0,2,0,0,Tottenham Hotspur FC
22,Richarlison,2,0,0,0,0,4,3,1,24,0,1,0,1,0,0,Tottenham Hotspur FC
23,J. Maddison,0,1,0,0,2,2,2,0,35,4,1,0,1,2,0,Tottenham Hotspur FC
24,T. Werner,0,0,0,0,1,0,0,0,20,1,1,1,0,0,0,Tottenham Hotspur FC
25,G. Vicario,0,0,0,0,0,0,0,0,43,0,0,0,0,1,0,Tottenham Hotspur FC
26,P. Sarr,0,0,0,0,0,0,0,0,22,0,1,0,1,0,0,Tottenham Hotspur FC
27,D. Kulusevski,0,0,0,0,1,0,0,0,12,1,1,0,1,0,0,Tottenham Hotspur FC
28,O. Skipp,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,
29,Bryan Gil,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,
30,R. Drăgușin,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,Tottenham Hotspur FC
