,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,M. Ødegaard,0,0,0,1,1,1,1,0,28,5,3,0,2,0,1,Arsenal FC
1,W. Saliba,0,0,0,0,0,0,0,0,50,0,2,0,0,0,1,Arsenal FC
2,Fábio Vieira,0,0,0,0,1,0,0,0,13,1,1,0,2,3,1,Arsenal FC
3,D. Rice,0,0,0,0,0,2,0,1,15,0,1,0,0,0,1,Arsenal FC
4,B. White,0,0,0,0,0,1,1,0,33,2,0,0,1,0,1,Arsenal FC
5,Gabriel Jesus,0,0,0,0,0,2,1,0,17,0,3,1,3,2,1,Arsenal FC
6,E. Nketiah,0,0,0,1,1,1,1,0,8,0,2,1,1,2,1,Arsenal FC
7,David Raya,0,0,0,0,0,0,0,0,29,0,0,0,0,1,1,Arsenal FC
8,O. Zinchenko,0,0,0,0,0,0,0,0,51,1,5,0,0,1,1,Arsenal FC
9,B. Saka,1,0,0,0,4,3,2,0,31,6,4,0,1,3,1,Arsenal FC
10,Gabriel Magalhães,0,0,0,0,1,1,0,1,46,0,0,0,1,3,1,Arsenal FC
11,K. Havertz,0,0,0,1,1,1,0,0,13,1,2,0,1,1,1,Arsenal FC
12,Jorginho,0,0,0,0,0,0,0,0,30,0,1,0,0,2,1,Arsenal FC
13,R. Nelson,0,0,0,0,2,1,0,1,7,4,0,0,0,0,1,Arsenal FC
14,E. Smith Rowe,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,Arsenal FC
15,Son Heung-Min,2,0,0,0,1,3,2,1,14,0,0,2,1,1,0,Tottenham Hotspur FC
16,Y. Bissouma,0,0,0,1,0,1,0,0,59,0,4,0,1,1,0,Tottenham Hotspur FC
17,P. Sarr,0,0,0,1,0,2,0,0,52,1,3,0,4,1,0,Tottenham Hotspur FC
18,M. van de Ven,0,0,0,0,0,0,0,0,52,0,1,0,0,1,0,Tottenham Hotspur FC
19,C. Romero,1,0,0,1,0,0,0,0,74,0,3,0,4,0,0,Tottenham Hotspur FC
20,G. Vicario,0,0,0,0,0,0,0,0,42,0,0,0,0,1,0,Tottenham Hotspur FC
21,Pedro Porro,0,0,0,0,1,0,0,0,42,5,5,0,0,0,0,Tottenham Hotspur FC
22,J. Maddison,0,2,0,0,0,1,0,0,29,1,2,0,1,3,0,Tottenham Hotspur FC
23,B. Johnson,0,0,0,0,1,3,2,1,9,1,0,0,0,1,0,Tottenham Hotspur FC
24,D. Udogie,0,0,0,1,0,0,0,0,21,0,8,0,4,1,0,Tottenham Hotspur FC
25,D. Kulusevski,0,0,0,0,0,0,0,0,31,1,2,0,3,1,0,Tottenham Hotspur FC
26,M. Solomon,0,0,0,0,0,0,0,0,6,1,0,0,0,0,,
27,Richarlison,0,0,0,0,1,3,1,2,3,0,0,1,1,0,0,Tottenham Hotspur FC
28,P. Højbjerg,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Tottenham Hotspur FC
