,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,M. Cash,0,0,0,1,2,2,0,0,49,4,6,0,1,0,1,Aston Villa FC
1,Pau Torres,0,0,0,0,0,0,0,0,124,0,3,0,0,0,1,Aston Villa FC
2,E. Martínez,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,Aston Villa FC
3,N. Zaniolo,0,0,0,1,0,1,0,1,18,1,0,0,0,2,1,Aston Villa FC
4,E. Konsa,0,0,0,0,0,0,0,0,85,0,3,0,0,0,1,Aston Villa FC
5,J. McGinn,0,0,0,1,0,0,0,0,30,1,1,0,2,2,1,Aston Villa FC
6,Douglas Luiz,1,0,0,0,0,1,1,0,64,3,6,0,1,3,1,Aston Villa FC
7,M. Diaby,0,1,0,0,0,2,0,2,30,3,0,1,0,0,1,Aston Villa FC
8,B. Kamara,0,0,0,0,0,0,0,0,37,0,3,0,1,0,,
9,L. Digne,0,1,0,0,1,1,0,0,74,13,3,0,3,0,1,Aston Villa FC
10,O. Watkins,0,0,0,0,1,4,1,1,13,0,0,0,1,1,1,Aston Villa FC
11,L. Bailey,1,0,0,1,0,2,1,1,19,2,0,0,1,0,1,Aston Villa FC
12,Y. Tielemans,0,0,0,0,0,1,0,1,21,2,0,0,0,1,1,Aston Villa FC
13,J. Durán,1,0,0,1,0,2,2,0,6,0,1,0,3,0,1,Aston Villa FC
14,L. Dendoncker,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,
15,E. Eze,0,0,0,1,1,4,2,1,34,3,1,0,2,3,0,Crystal Palace FC
16,J. Andersen,0,0,0,0,0,0,0,0,34,0,0,0,0,1,0,Crystal Palace FC
17,T. Mitchell,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,Crystal Palace FC
18,C. Doucouré,0,0,0,0,0,0,0,0,34,1,4,0,1,0,,
19,J. Ward,0,0,0,1,0,1,0,0,20,1,2,0,2,2,0,Crystal Palace FC
20,J. Ayew,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,Crystal Palace FC
21,W. Hughes,0,0,0,1,0,0,0,0,38,1,5,0,2,1,0,Crystal Palace FC
22,O. Édouard,1,0,0,0,0,1,1,0,24,2,4,0,0,1,0,Crystal Palace FC
23,J. Schlupp,0,0,0,0,0,0,0,0,23,0,3,0,0,1,0,Crystal Palace FC
24,C. Richards,0,0,0,0,0,0,0,0,23,0,1,0,1,1,0,Crystal Palace FC
25,S. Johnstone,0,0,0,0,0,0,0,0,19,0,0,0,0,0,,
26,J. Mateta,0,1,0,0,1,0,0,0,11,1,1,0,1,0,0,Crystal Palace FC
27,N. Ahamada,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,Crystal Palace FC
28,J. Rak-Sakyi,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,
