,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,A. Young,0,0,0,0,0,0,0,0,24,1,3,0,2,2,1,Everton FC
1,J. Pickford,0,0,0,0,1,0,0,0,35,0,0,0,0,0,1,Everton FC
2,A. Doucouré,0,1,0,1,0,0,0,0,36,2,2,0,2,0,1,Everton FC
3,J. Harrison,0,0,0,1,2,0,0,0,22,6,2,0,4,0,1,Everton FC
4,J. Tarkowski,0,0,0,0,0,0,0,0,36,0,1,0,0,2,1,Everton FC
5,J. Branthwaite,0,0,0,1,1,1,0,1,46,0,3,0,0,0,1,Everton FC
6,V. Mykolenko,0,0,0,0,0,1,0,0,30,1,2,0,0,0,1,Everton FC
7,I. Gueye,1,0,0,0,0,1,1,0,38,0,4,0,1,0,1,Everton FC
8,D. McNeil,1,0,0,0,2,2,2,0,41,5,2,0,0,0,1,Everton FC
9,D. Calvert-Lewin,0,0,0,0,0,2,1,0,9,1,1,0,2,1,1,Everton FC
10,André Gomes,0,0,0,0,0,0,0,0,44,4,0,0,2,1,1,Everton FC
11,Beto,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,Everton FC
12,J. Garner,0,0,0,0,0,0,0,0,6,2,0,0,1,1,1,Everton FC
13,Youssef Chermiti,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,Everton FC
14,M. Gibbs-White,0,0,0,0,0,2,0,0,62,4,0,1,0,2,0,Nottingham Forest FC
15,Murillo,0,0,0,1,0,0,0,0,63,0,2,0,2,1,0,Nottingham Forest FC
16,C. Hudson-Odoi,0,0,0,0,1,1,1,0,25,3,1,0,2,2,0,Nottingham Forest FC
17,M. Niakhaté,0,0,0,0,0,0,0,0,86,0,1,0,1,1,0,Nottingham Forest FC
18,Danilo,0,0,0,0,2,0,0,0,39,3,0,0,0,0,0,Nottingham Forest FC
19,O. Aina,0,0,0,0,0,1,0,1,52,2,5,0,0,4,0,Nottingham Forest FC
20,M. Sels,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,Nottingham Forest FC
21,N. Domínguez,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,Nottingham Forest FC
22,C. Wood,0,0,0,0,0,3,1,2,20,0,0,0,2,1,0,Nottingham Forest FC
23,G. Reyna,0,0,0,0,1,0,0,0,28,3,0,0,0,0,0,Nottingham Forest FC
24,N. Williams,0,0,0,0,0,1,1,0,62,3,4,0,1,2,0,Nottingham Forest FC
25,A. Elanga,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,Nottingham Forest FC
26,R. Yates,0,0,0,1,0,0,0,0,16,0,0,0,1,2,0,Nottingham Forest FC
27,Rodrigo Ribeiro,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Nottingham Forest FC
28,D. Origi,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Nottingham Forest FC
