,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,J. Lerma,0,0,0,0,0,0,0,0,44,1,1,0,1,0,1,Crystal Palace FC
1,M. Guéhi,0,0,0,0,0,0,0,0,71,0,1,0,0,1,,
2,E. Eze,0,0,0,0,0,4,1,2,39,4,1,0,1,2,1,Crystal Palace FC
3,J. Ward,0,0,0,0,0,0,0,0,22,1,1,0,0,0,1,Crystal Palace FC
4,C. Doucouré,0,0,0,1,0,2,0,1,49,0,1,0,1,0,,
5,O. Édouard,0,0,0,0,0,3,1,1,18,2,0,0,3,0,1,Crystal Palace FC
6,J. Ayew,0,0,0,1,0,3,0,2,20,3,2,0,3,4,1,Crystal Palace FC
7,T. Mitchell,0,0,0,0,1,1,0,0,35,5,3,0,1,0,1,Crystal Palace FC
8,J. Andersen,0,0,0,0,0,0,0,0,70,3,1,0,1,3,1,Crystal Palace FC
9,J. Schlupp,0,0,0,0,0,0,0,0,16,0,1,0,1,0,1,Crystal Palace FC
10,S. Johnstone,0,0,0,0,0,0,0,0,22,0,0,0,1,0,,
11,N. Ahamada,0,0,0,0,0,0,0,0,17,1,2,0,1,0,1,Crystal Palace FC
12,J. Rak-Sakyi,0,0,0,0,0,1,0,1,5,1,0,0,0,0,,
13,E. Nketiah,0,0,0,0,0,3,0,1,11,1,0,0,2,3,0,Arsenal FC
14,A. Ramsdale,0,0,0,0,0,0,0,0,22,0,0,0,0,0,,
15,K. Havertz,0,0,0,1,0,1,0,0,28,0,1,0,3,3,0,Arsenal FC
16,T. Partey,0,0,0,0,1,2,1,0,58,2,3,0,0,2,0,Arsenal FC
17,D. Rice,0,0,0,0,0,0,0,0,61,0,0,0,0,1,0,Arsenal FC
18,T. Tomiyasu,0,0,1,2,1,0,0,0,42,1,0,0,2,0,0,Arsenal FC
19,B. White,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,Arsenal FC
20,M. Ødegaard,1,0,0,0,1,3,2,0,35,2,4,1,0,0,0,Arsenal FC
21,W. Saliba,0,0,0,0,0,0,0,0,65,0,1,0,1,0,0,Arsenal FC
22,B. Saka,0,0,0,0,3,3,0,2,44,9,2,0,0,4,0,Arsenal FC
23,Gabriel Martinelli,0,0,0,0,2,2,0,1,29,6,1,0,1,0,0,Arsenal FC
24,Gabriel Magalhães,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,Arsenal FC
25,Jorginho,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,Arsenal FC
26,O. Zinchenko,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,Arsenal FC
27,J. Kiwior,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Arsenal FC
