,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Bruno Fernandes,0,0,0,1,0,2,1,0,47,7,3,3,2,2,1,Manchester United FC
1,A. Onana,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,Manchester United FC
2,R. Højlund,1,0,0,0,0,1,1,0,12,0,0,1,1,2,1,Manchester United FC
3,Diogo Dalot,0,0,0,0,1,1,0,1,42,5,4,0,1,1,1,Manchester United FC
4,A. Wan-Bissaka,0,0,0,0,0,0,0,0,31,0,2,0,1,0,1,Manchester United FC
5,C. Eriksen,0,0,0,0,0,2,1,1,47,2,1,1,0,0,,
6,A. Garnacho,2,0,0,0,1,4,2,1,22,0,0,3,2,3,1,Manchester United FC
7,R. Varane,0,0,0,0,0,0,0,0,48,0,2,0,0,0,1,Manchester United FC
8,M. Rashford,0,1,0,0,0,3,2,0,24,2,3,1,1,0,1,Manchester United FC
9,K. Mainoo,0,0,0,0,0,0,0,0,41,0,2,0,1,0,1,Manchester United FC
10,J. Evans,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,Manchester United FC
11,Antony,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,Manchester United FC
12,S. McTominay,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,Manchester United FC
13,W. Kambwala,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Manchester United FC
14,H. Mejbri,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,
15,D. Gore,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
16,L. Dendoncker,1,0,0,0,0,1,1,0,35,0,4,0,0,1,,
17,Diego Carlos,0,0,0,1,0,1,0,0,64,0,1,0,2,0,0,Aston Villa FC
18,J. Ramsey,0,0,0,1,1,1,0,1,18,1,1,0,1,1,,
19,E. Konsa,0,0,0,1,0,1,0,1,68,3,3,0,1,4,0,Aston Villa FC
20,C. Lenglet,0,1,0,0,0,0,0,0,64,1,2,0,0,0,0,Aston Villa FC
21,E. Martínez,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,Aston Villa FC
22,L. Digne,0,0,0,0,1,0,0,0,17,6,0,0,1,1,0,Aston Villa FC
23,O. Watkins,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Aston Villa FC
24,Douglas Luiz,0,0,0,0,1,1,0,0,51,3,0,0,1,0,0,Aston Villa FC
25,L. Bailey,0,0,0,0,2,2,1,1,21,2,1,0,0,1,0,Aston Villa FC
26,J. McGinn,1,0,0,0,1,3,2,1,26,2,0,0,1,1,0,Aston Villa FC
27,Álex Moreno,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,Aston Villa FC
28,N. Zaniolo,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,Aston Villa FC
29,M. Diaby,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,Aston Villa FC
30,J. Durán,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,Aston Villa FC
31,T. Iroegbunam,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,Aston Villa FC
