,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Y. Tielemans,0,0,0,0,0,1,1,0,35,3,1,0,0,4,1,Aston Villa FC
1,O. Watkins,1,0,0,1,1,3,1,1,17,0,0,1,1,0,1,Aston Villa FC
2,Douglas Luiz,0,0,0,0,0,0,0,0,62,3,1,0,1,0,1,Aston Villa FC
3,Pau Torres,0,0,0,0,0,1,0,0,77,0,2,0,0,1,1,Aston Villa FC
4,E. Martínez,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1,Aston Villa FC
5,M. Cash,0,0,0,0,0,2,2,0,40,0,0,0,0,1,1,Aston Villa FC
6,J. McGinn,1,0,0,0,0,1,1,0,30,1,1,0,1,7,1,Aston Villa FC
7,M. Diaby,0,0,0,0,0,2,1,0,12,1,0,2,0,0,1,Aston Villa FC
8,L. Digne,0,0,0,0,1,0,0,0,46,0,1,0,0,1,1,Aston Villa FC
9,E. Konsa,0,0,0,1,0,0,0,0,72,0,1,0,0,2,1,Aston Villa FC
10,B. Kamara,0,0,0,0,0,1,0,0,54,0,0,0,1,0,,
11,L. Bailey,0,1,0,0,0,1,0,0,12,0,0,0,0,1,1,Aston Villa FC
12,Andreas Pereira,0,0,0,0,0,0,0,0,33,1,1,0,1,0,0,Fulham FC
13,T. Ream,0,0,0,0,0,0,0,0,78,0,0,0,0,0,,
14,João Palhinha,0,0,0,1,0,0,0,0,44,0,2,0,5,2,0,Fulham FC
15,A. Iwobi,0,0,0,1,0,2,1,0,37,0,2,1,1,0,0,Fulham FC
16,T. Castagne,0,0,0,0,1,0,0,0,51,1,4,0,0,0,0,Fulham FC
17,C. Bassey,0,0,0,0,0,0,0,0,73,0,2,1,0,1,0,Fulham FC
18,Willian,0,0,0,0,0,3,1,0,27,3,1,1,0,0,0,Fulham FC
19,B. Leno,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,Fulham FC
20,A. Robinson,1,1,0,1,1,0,0,0,35,5,1,1,3,0,0,Fulham FC
21,R. Jiménez,1,0,0,0,0,3,3,0,11,1,1,0,3,0,0,Fulham FC
22,B. De Cordova-Reid,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,Fulham FC
23,H. Wilson,0,0,0,0,0,1,0,0,26,1,1,1,2,1,0,Fulham FC
24,T. Cairney,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Fulham FC
25,H. Reed,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,Fulham FC
26,Adama Traoré,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,Fulham FC
27,Carlos Vinícius,0,0,0,1,0,0,0,0,2,0,0,2,0,0,,
