,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,R. Højlund,0,0,0,0,1,2,0,0,22,2,0,0,2,2,1,Manchester United FC
1,M. Mount,0,0,0,0,1,1,0,1,27,3,0,0,2,1,1,Manchester United FC
2,S. Amrabat,0,0,0,0,0,0,0,0,66,1,0,0,1,2,1,Manchester United FC
3,H. Maguire,0,1,0,0,0,0,0,0,63,2,0,1,2,1,1,Manchester United FC
4,Casemiro,0,0,0,0,0,1,0,0,24,3,1,0,0,0,1,Manchester United FC
5,V. Lindelöf,0,0,0,0,1,0,0,0,48,0,0,0,1,0,1,Manchester United FC
6,J. Evans,0,0,0,0,0,0,0,0,54,0,1,0,1,2,1,Manchester United FC
7,A. Onana,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,Manchester United FC
8,Diogo Dalot,0,0,0,0,0,2,1,0,56,7,0,0,1,1,1,Manchester United FC
9,Bruno Fernandes,0,0,0,0,2,4,2,1,75,11,1,2,0,2,1,Manchester United FC
10,M. Rashford,0,0,0,0,1,3,1,0,22,2,0,0,0,1,1,Manchester United FC
11,C. Eriksen,0,0,0,0,0,1,1,0,31,3,0,0,0,0,,
12,Antony,0,0,0,0,1,3,0,2,19,0,0,0,0,1,1,Manchester United FC
13,A. Garnacho,0,0,0,0,0,1,0,0,14,2,0,0,0,3,1,Manchester United FC
14,A. Martial,0,0,0,0,0,1,1,0,7,0,0,1,0,0,,
15,S. McTominay,2,0,0,0,0,2,2,0,2,0,1,0,0,0,1,Manchester United FC
16,E. Pinnock,0,0,0,0,0,0,0,0,35,0,2,0,0,0,0,Brentford FC
17,N. Collins,0,0,0,1,0,1,0,0,43,0,1,0,1,0,0,Brentford FC
18,T. Strakosha,0,0,0,0,0,0,0,0,46,0,0,0,0,1,,
19,V. Janelt,0,0,0,1,0,0,0,0,19,0,2,0,2,2,0,Brentford FC
20,M. Jensen,1,0,0,0,0,1,1,0,28,2,3,0,1,0,0,Brentford FC
21,K. Ajer,0,0,0,0,0,0,0,0,28,1,3,0,2,0,0,Brentford FC
22,A. Hickey,0,0,0,1,0,2,0,0,23,0,0,0,1,2,,
23,C. Nørgaard,0,0,0,1,1,2,1,0,38,0,1,0,4,0,0,Brentford FC
24,M. Roerslev,0,0,0,0,2,0,0,0,21,1,4,0,0,0,0,Brentford FC
25,B. Mbeumo,0,0,0,0,0,2,0,0,23,3,1,0,1,1,0,Brentford FC
26,Y. Wissa,0,1,0,0,1,2,0,1,13,0,1,0,2,2,0,Brentford FC
27,F. Onyeka,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,Brentford FC
28,N. Maupay,0,0,0,1,1,1,1,0,3,0,0,0,1,1,0,Brentford FC
29,S. Ghoddos,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,Brentford FC
