,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,K. Walker,0,0,0,0,0,1,0,1,114,7,1,0,0,1,,
1,Rúben Dias,0,0,0,0,0,2,0,0,181,2,2,0,0,0,1,Manchester City FC
2,Rodri,0,0,0,0,1,3,0,2,106,0,5,1,2,0,1,Manchester City FC
3,N. Aké,0,0,0,0,0,3,0,2,116,0,1,0,1,2,1,Manchester City FC
4,Bernardo Silva,0,0,0,0,3,2,2,0,70,6,2,0,0,0,1,Manchester City FC
5,J. Álvarez,0,0,0,0,1,1,1,0,28,5,0,0,2,0,1,Manchester City FC
6,J. Gvardiol,0,0,0,0,1,3,3,0,43,4,0,0,4,1,1,Manchester City FC
7,J. Grealish,1,0,0,0,0,1,1,0,65,0,1,1,0,1,1,Manchester City FC
8,R. Lewis,1,0,0,0,0,2,2,0,42,0,0,0,1,1,1,Manchester City FC
9,Ederson,0,0,0,1,0,0,0,0,19,0,0,0,1,0,1,Manchester City FC
10,P. Foden,0,1,0,0,0,1,0,0,33,0,1,0,1,3,1,Manchester City FC
11,J. Stones,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Manchester City FC
12,M. Olise,1,0,0,0,0,2,1,0,36,4,2,0,2,5,0,Crystal Palace FC
13,J. Andersen,0,0,0,1,1,0,0,0,47,0,0,0,1,1,0,Crystal Palace FC
14,J. Schlupp,0,1,0,0,0,1,0,1,7,0,2,0,0,0,0,Crystal Palace FC
15,M. Guéhi,0,0,0,0,0,0,0,0,44,0,1,0,2,3,,
16,J. Mateta,1,0,0,0,0,1,1,0,15,0,1,1,1,2,0,Crystal Palace FC
17,N. Clyne,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,Crystal Palace FC
18,D. Henderson,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,Crystal Palace FC
19,T. Mitchell,0,0,0,0,0,0,0,0,13,1,3,0,1,0,0,Crystal Palace FC
20,J. Ward,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,Crystal Palace FC
21,C. Richards,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,Crystal Palace FC
22,J. Riedewald,0,0,0,0,0,0,0,0,18,0,1,0,1,0,0,Crystal Palace FC
23,D. Ozoh,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,Crystal Palace FC
24,Matheus França,0,0,0,0,0,0,0,0,1,2,0,0,1,0,,
25,N. Ahamada,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,Crystal Palace FC
26,E. Eze,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Crystal Palace FC
