,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,R. Christie,0,0,0,0,0,1,1,0,26,0,3,0,1,3,1,AFC Bournemouth
1,J. Rothwell,0,0,0,0,0,1,0,0,69,6,3,0,0,1,,
2,I. Zabarnyi,0,0,0,0,1,0,0,0,96,0,1,0,1,0,1,AFC Bournemouth
3,P. Billing,0,0,0,0,2,2,0,1,42,2,1,0,0,1,1,AFC Bournemouth
4,D. Brooks,0,0,0,0,2,4,2,0,30,7,0,0,0,0,,
5,M. Kerkez,0,0,0,0,0,0,0,0,40,4,2,0,0,3,1,AFC Bournemouth
6,M. Senesi,0,0,0,0,1,0,0,0,51,0,2,0,1,0,1,AFC Bournemouth
7,M. Aarons,0,0,0,0,0,0,0,0,36,1,2,0,1,2,1,AFC Bournemouth
8,D. Solanke,1,0,0,0,2,3,2,0,16,0,1,0,1,1,1,AFC Bournemouth
9,Neto,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1,AFC Bournemouth
10,J. Anthony,0,0,0,0,1,0,0,0,13,0,2,0,2,0,,
11,C. Mepham,0,0,0,1,0,0,0,0,22,1,0,0,0,0,1,AFC Bournemouth
12,J. Kluivert,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,AFC Bournemouth
13,K. Moore,0,0,0,0,1,1,0,1,6,2,0,0,1,0,,
14,J. Hill,0,0,0,0,0,0,0,0,11,0,0,0,1,0,,
15,A. Semenyo,0,0,0,0,0,2,0,1,11,0,0,0,0,1,1,AFC Bournemouth
16,Lucas Paquetá,0,0,0,1,0,3,1,0,39,0,8,0,4,3,0,West Ham United FC
17,T. Souček,0,1,0,0,0,2,0,0,26,0,5,0,1,1,0,West Ham United FC
18,S. Benrahma,0,0,0,0,0,2,1,0,28,2,1,0,1,1,,
19,Emerson,0,0,0,1,0,0,0,0,31,2,4,0,2,0,0,West Ham United FC
20,M. Antonio,0,0,0,1,1,0,0,0,13,1,1,0,1,2,0,West Ham United FC
21,K. Zouma,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,West Ham United FC
22,V. Coufal,0,0,0,0,1,0,0,0,35,2,2,0,0,1,0,West Ham United FC
23,N. Aguerd,0,0,0,0,0,0,0,0,29,0,2,0,1,1,0,West Ham United FC
24,A. Areola,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,West Ham United FC
25,J. Bowen,1,0,0,1,1,6,1,3,22,5,2,0,2,0,0,West Ham United FC
26,Pablo Fornals,0,0,0,0,0,2,0,0,29,2,4,0,0,0,,
27,D. Ings,0,0,0,0,1,1,0,1,3,0,0,1,1,0,0,West Ham United FC
28,T. Kehrer,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,
29,M. Cornet,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,West Ham United FC
