,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,B. Davies,0,0,0,0,0,0,0,0,44,0,0,0,1,4,,
1,Emerson Royal,0,0,0,1,1,1,1,0,65,0,1,0,1,3,1,Tottenham Hotspur FC
2,G. Lo Celso,0,2,0,1,0,0,0,0,37,1,4,0,1,4,1,Tottenham Hotspur FC
3,G. Vicario,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,Tottenham Hotspur FC
4,R. Bentancur,0,0,0,0,0,1,0,0,43,0,1,0,0,0,1,Tottenham Hotspur FC
5,Pedro Porro,0,0,0,0,1,1,0,1,39,6,4,0,0,0,1,Tottenham Hotspur FC
6,P. Sarr,1,0,0,0,0,1,1,0,15,1,0,0,1,1,1,Tottenham Hotspur FC
7,Richarlison,1,0,0,0,1,5,2,1,18,0,2,0,1,3,1,Tottenham Hotspur FC
8,B. Johnson,0,1,0,0,1,0,0,0,17,2,4,0,0,0,1,Tottenham Hotspur FC
9,D. Udogie,0,0,0,0,0,0,0,0,27,1,2,0,0,1,1,Tottenham Hotspur FC
10,Son Heung-Min,1,0,0,0,0,2,2,0,35,0,2,4,1,1,1,Tottenham Hotspur FC
11,O. Skipp,0,0,0,1,0,0,0,0,21,0,1,0,1,1,,
12,P. Højbjerg,0,0,0,0,0,0,0,0,23,0,2,0,2,0,1,Tottenham Hotspur FC
13,E. Dier,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,
14,Bryan Gil,0,0,0,0,0,1,0,0,5,1,0,0,0,0,,
15,A. Véliz,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,
16,D. Solanke,0,0,0,0,2,9,2,4,9,0,2,0,3,1,0,AFC Bournemouth
17,R. Christie,0,0,0,0,0,0,0,0,33,0,0,1,3,1,0,AFC Bournemouth
18,M. Senesi,0,0,0,1,1,1,0,0,49,1,5,0,5,0,0,AFC Bournemouth
19,L. Sinisterra,0,0,0,0,2,1,0,0,25,0,3,1,0,0,0,AFC Bournemouth
20,Dango Ouattara,0,0,0,0,1,1,0,0,20,1,1,0,1,1,0,AFC Bournemouth
21,J. Kluivert,0,0,0,1,2,3,0,2,22,4,2,0,3,0,0,AFC Bournemouth
22,L. Cook,0,0,0,0,0,0,0,0,42,11,1,0,0,0,0,AFC Bournemouth
23,Neto,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,AFC Bournemouth
24,I. Zabarnyi,0,0,0,0,0,0,0,0,49,0,1,0,1,1,0,AFC Bournemouth
25,M. Tavernier,0,1,0,0,3,4,0,3,48,8,2,0,0,2,0,AFC Bournemouth
26,A. Smith,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,AFC Bournemouth
27,M. Aarons,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,AFC Bournemouth
28,A. Semenyo,0,0,0,0,1,3,1,2,8,1,1,0,1,1,0,AFC Bournemouth
29,P. Billing,0,0,0,0,1,0,0,0,9,1,0,0,0,1,0,AFC Bournemouth
30,A. Scott,1,0,0,0,0,1,1,0,14,0,0,1,1,1,0,AFC Bournemouth
31,D. Brooks,0,0,0,0,0,1,0,0,7,1,0,0,0,0,,
