,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,S. McKenna,0,0,0,0,0,1,0,0,49,0,2,0,1,0,,
1,T. Awoniyi,1,0,0,0,0,1,1,0,12,0,0,2,0,1,,
2,M. Gibbs-White,0,0,0,0,0,2,1,0,42,9,2,0,1,2,1,Nottingham Forest FC
3,B. Johnson,0,0,0,0,2,2,0,2,34,2,1,1,0,3,,Tottenham Hotspur FC
4,J. Worrall,0,0,0,0,0,2,0,0,46,0,2,0,0,0,,
5,W. Boly,0,0,0,1,0,2,1,0,30,1,2,0,2,0,,
6,S. Aurier,0,2,0,1,3,1,0,0,65,6,1,0,0,2,,
7,Danilo,0,0,0,0,0,2,0,1,49,0,0,0,0,0,1,Nottingham Forest FC
8,N. Williams,0,0,0,0,0,1,0,1,29,1,4,0,0,0,1,Nottingham Forest FC
9,O. Mangala,0,0,0,0,1,0,0,0,24,0,4,0,1,0,,
10,M. Turner,0,0,0,0,0,0,0,0,27,0,0,0,0,1,1,Nottingham Forest FC
11,R. Yates,0,0,0,0,0,0,0,0,12,1,1,0,0,0,1,Nottingham Forest FC
12,A. Elanga,0,0,0,0,0,1,0,1,7,1,0,0,0,0,1,Nottingham Forest FC
13,C. Wood,1,0,0,0,0,1,1,0,5,0,0,0,0,0,1,Nottingham Forest FC
14,C. Kouyaté,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,
15,M. Niakhaté,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Nottingham Forest FC
16,B. Traoré,0,0,0,0,0,1,1,0,14,1,0,1,1,1,,Wolverhampton Wanderers FC
17,O. Norwood,0,0,0,1,1,0,0,0,74,4,3,0,0,0,0,Sheffield United FC
18,A. Ahmedhodžić,0,0,0,0,1,1,0,1,55,1,3,1,1,0,0,Sheffield United FC
19,G. Hamer,1,0,0,1,2,1,1,0,42,5,1,0,1,1,0,Sheffield United FC
20,Vinicius Souza,0,0,0,0,0,2,1,0,36,1,5,0,1,0,0,Sheffield United FC
21,B. Osborn,0,0,0,1,1,0,0,0,41,5,2,0,0,0,0,Sheffield United FC
22,W. Foderingham,0,0,0,0,0,0,0,0,30,0,1,0,0,0,,
23,M. Lowe,0,0,0,0,1,0,0,0,6,0,0,0,2,0,,
24,J. Egan,0,0,0,0,0,0,0,0,45,0,1,0,1,0,,
25,J. Robinson,0,0,0,0,0,1,0,0,46,1,2,0,2,1,0,Sheffield United FC
26,W. Osula,0,0,0,0,0,1,0,0,9,0,0,0,0,2,0,Sheffield United FC
27,Y. Larouci,0,0,0,0,1,0,0,0,15,1,2,0,0,0,0,Sheffield United FC
28,C. Basham,0,0,0,0,0,0,0,0,18,1,2,0,0,0,,
29,A. Brooks,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Sheffield United FC
30,A. Hackford,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,
