,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,E. Ferguson,3,0,0,0,0,4,4,0,18,0,0,0,1,4,1,Brighton & Hove Albion FC
1,P. Groß,0,0,0,0,0,0,0,0,54,4,3,0,1,1,1,Brighton & Hove Albion FC
2,B. Gilmour,0,1,0,0,0,1,1,0,65,0,0,0,0,1,,
3,J. van Hecke,0,0,0,0,0,0,0,0,87,0,1,0,0,1,1,Brighton & Hove Albion FC
4,B. Verbruggen,0,0,0,0,0,0,0,0,57,0,0,0,0,0,1,Brighton & Hove Albion FC
5,P. Estupiñán,0,0,0,0,0,1,0,0,34,0,1,1,1,0,1,Brighton & Hove Albion FC
6,João Pedro,0,0,0,0,0,2,0,0,19,0,0,0,1,4,1,Brighton & Hove Albion FC
7,L. Dunk,0,0,0,0,0,1,0,0,84,0,0,0,0,0,1,Brighton & Hove Albion FC
8,K. Mitoma,0,1,0,0,1,4,1,3,20,1,0,2,1,1,,
9,S. March,0,0,0,0,4,1,0,0,27,4,1,2,3,2,,
10,J. Veltman,0,0,0,0,0,0,0,0,41,0,0,0,1,2,1,Brighton & Hove Albion FC
11,Mahmoud Dahoud,0,0,0,1,0,0,0,0,23,0,0,0,1,0,,
12,A. Lallana,0,0,0,1,0,0,0,0,14,0,1,0,2,0,1,Brighton & Hove Albion FC
13,J. Milner,0,0,0,1,0,0,0,0,12,0,1,0,1,0,,
14,T. Lamptey,0,0,0,1,0,0,0,0,7,0,0,0,1,0,1,Brighton & Hove Albion FC
15,S. Adingra,0,0,0,0,0,1,0,1,3,0,0,0,0,1,1,Brighton & Hove Albion FC
16,M. Almirón,0,0,0,0,1,0,0,0,27,1,0,0,0,0,0,Newcastle United FC
17,F. Schär,0,0,0,1,0,1,1,0,71,0,4,0,4,0,0,Newcastle United FC
18,K. Trippier,0,0,0,0,0,0,0,0,63,5,3,0,2,2,,
19,Bruno Guimarães,0,0,0,0,0,0,0,0,52,1,3,0,1,4,0,Newcastle United FC
20,A. Isak,0,0,0,0,2,4,0,2,15,1,0,0,1,0,0,Newcastle United FC
21,M. Targett,0,0,0,1,0,0,0,0,31,0,2,0,0,2,,
22,S. Tonali,0,0,0,0,0,0,0,0,21,2,0,0,0,1,,
23,D. Burn,0,0,0,1,0,0,0,0,41,0,0,0,4,1,0,Newcastle United FC
24,N. Pope,0,0,0,0,0,0,0,0,23,0,0,0,0,0,,
25,A. Gordon,0,0,0,1,0,1,0,0,29,1,3,0,1,1,0,Newcastle United FC
26,Joelinton,0,0,0,0,0,1,0,0,21,0,2,0,2,0,,
27,C. Wilson,1,0,0,0,0,1,1,0,5,0,0,0,1,0,,
28,S. Longstaff,0,1,0,0,0,0,0,0,16,0,1,0,0,1,0,Newcastle United FC
29,E. Anderson,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,Newcastle United FC
30,J. Lascelles,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,Newcastle United FC
31,H. Barnes,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,Newcastle United FC
