,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,T. Chong,0,0,0,0,1,2,0,1,25,1,1,0,0,3,1,Luton Town FC
1,R. Barkley,0,0,0,0,0,0,0,0,59,1,2,0,0,2,1,Luton Town FC
2,R. Burke,0,0,0,0,0,0,0,0,19,0,2,0,0,0,1,Luton Town FC
3,C. Morris,0,0,0,0,0,1,1,0,25,0,0,0,1,1,1,Luton Town FC
4,T. Mengi,0,0,0,0,0,0,0,0,39,0,0,0,1,0,1,Luton Town FC
5,T. Kaminski,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,Luton Town FC
6,A. Sambi Lokonga,0,0,0,0,0,0,0,0,42,0,1,0,1,0,1,Luton Town FC
7,I. Kaboré,0,0,0,0,1,0,0,0,12,3,1,0,0,0,1,Luton Town FC
8,J. Clark,0,0,0,0,1,1,0,1,31,0,0,0,3,0,1,Luton Town FC
9,G. Osho,0,0,0,0,0,0,0,0,35,1,2,0,0,2,1,Luton Town FC
10,A. Doughty,0,0,0,1,1,1,1,0,34,10,5,0,2,0,1,Luton Town FC
11,F. Onyedinma,0,0,0,0,0,0,0,0,8,2,2,0,2,0,1,Luton Town FC
12,L. Berry,1,0,0,0,0,1,1,0,10,0,1,0,2,0,1,Luton Town FC
13,D. Hashioka,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,Luton Town FC
14,A. Townsend,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,Luton Town FC
15,P. Mpanzu,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,Luton Town FC
16,E. Pinnock,1,0,0,1,0,2,1,0,30,0,1,0,1,0,0,Brentford FC
17,K. Lewis-Potter,1,0,0,0,2,4,2,1,11,2,0,0,0,1,0,Brentford FC
18,V. Janelt,0,1,0,0,0,1,0,1,31,3,4,0,1,3,0,Brentford FC
19,M. Jensen,0,0,0,0,2,0,0,0,39,7,0,0,0,1,0,Brentford FC
20,Sergio Reguilón,0,1,0,0,1,1,0,0,32,7,3,0,0,3,0,Brentford FC
21,N. Collins,0,0,0,0,0,0,0,0,42,1,2,0,0,0,0,Brentford FC
22,B. Mbeumo,0,2,0,0,1,3,1,0,31,1,0,0,0,2,0,Brentford FC
23,M. Flekken,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,Brentford FC
24,Y. Wissa,2,0,0,0,0,2,2,0,20,0,2,0,1,1,0,Brentford FC
25,M. Damsgaard,0,0,0,1,1,1,1,0,21,1,7,0,1,0,0,Brentford FC
26,K. Ajer,0,0,0,0,1,3,1,0,19,2,3,0,2,0,0,Brentford FC
27,K. Schade,1,0,0,0,0,1,1,0,6,0,0,0,1,0,0,Brentford FC
28,C. Nørgaard,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,Brentford FC
29,M. Roerslev,0,0,0,0,0,1,0,0,11,0,2,0,0,0,0,Brentford FC
30,Y. Yarmoliuk,0,0,0,0,0,0,0,0,5,0,1,0,3,2,0,Brentford FC
31,N. Maupay,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,Brentford FC
