,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,D. Rice,0,0,0,1,0,1,0,1,53,3,4,0,2,0,1,Arsenal FC
1,B. Saka,1,0,0,0,1,3,1,1,29,3,1,1,0,1,1,Arsenal FC
2,B. White,0,0,0,1,0,0,0,0,31,1,1,0,0,2,1,Arsenal FC
3,Gabriel Magalhães,1,0,0,1,0,2,1,0,48,0,3,0,1,0,1,Arsenal FC
4,David Raya,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,Arsenal FC
5,O. Zinchenko,0,0,0,0,0,0,0,0,17,0,2,0,1,0,1,Arsenal FC
6,Jorginho,0,0,0,0,0,0,0,0,53,0,2,0,1,2,1,Arsenal FC
7,K. Havertz,0,0,0,1,0,3,2,0,20,1,0,0,3,3,1,Arsenal FC
8,W. Saliba,0,0,0,1,0,0,0,0,38,0,1,0,1,1,1,Arsenal FC
9,M. Ødegaard,0,0,0,0,1,2,0,2,36,0,2,0,2,0,1,Arsenal FC
10,Gabriel Martinelli,1,0,0,0,0,2,1,1,19,3,1,2,0,1,1,Arsenal FC
11,J. Kiwior,0,1,0,1,0,1,1,0,12,0,3,0,0,0,1,Arsenal FC
12,L. Trossard,1,0,0,0,0,1,1,0,4,0,1,0,0,0,1,Arsenal FC
13,R. Nelson,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,Arsenal FC
14,R. Gravenberch,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,Liverpool FC
15,I. Konaté,0,0,1,2,0,0,0,0,86,0,1,0,3,0,0,Liverpool FC
16,J. Gomez,0,0,0,1,3,0,0,0,40,3,0,0,1,0,0,Liverpool FC
17,V. van Dijk,0,0,0,0,0,1,0,0,97,0,1,0,1,1,0,Liverpool FC
18,A. Mac Allister,0,0,0,0,0,3,0,0,60,2,3,0,1,4,0,Liverpool FC
19,Diogo Jota,0,0,0,0,0,0,0,0,24,1,2,0,3,0,0,Liverpool FC
20,T. Alexander-Arnold,0,0,0,0,1,0,0,0,21,6,1,0,0,0,0,Liverpool FC
21,Alisson Becker,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,Liverpool FC
22,L. Díaz,0,0,0,0,0,3,1,2,21,1,0,0,1,2,0,Liverpool FC
23,C. Jones,0,0,0,0,0,1,0,0,45,0,1,0,0,0,0,Liverpool FC
24,C. Gakpo,0,0,0,0,0,1,0,0,11,0,1,0,0,2,0,Liverpool FC
25,A. Robertson,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,Liverpool FC
26,H. Elliott,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,Liverpool FC
27,D. Núñez,0,0,0,1,0,1,0,0,4,1,1,1,1,0,0,Liverpool FC
28,Thiago Alcântara,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,
