,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,A. Sambi Lokonga,0,0,0,0,0,0,0,0,56,1,1,0,1,4,1,Luton Town FC
1,R. Barkley,1,0,0,0,1,5,2,1,52,1,1,0,1,2,1,Luton Town FC
2,I. Kaboré,0,0,0,0,0,0,0,0,20,2,4,1,2,2,1,Luton Town FC
3,T. Mengi,0,0,0,1,0,0,0,0,43,0,7,0,2,1,1,Luton Town FC
4,J. Brown,0,0,0,1,2,2,0,2,11,0,2,0,1,3,,
5,A. Bell,0,0,0,0,0,0,0,0,44,0,1,0,0,2,,
6,A. Doughty,0,1,0,0,1,1,1,0,39,20,3,2,1,0,1,Luton Town FC
7,G. Osho,0,0,0,0,0,0,0,0,36,0,2,0,1,0,1,Luton Town FC
8,T. Kaminski,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,Luton Town FC
9,E. Adebayo,1,0,0,0,1,3,1,0,17,0,0,1,1,1,,
10,A. Townsend,0,0,0,0,0,0,0,0,14,5,0,1,1,1,1,Luton Town FC
11,T. Chong,0,0,0,0,1,1,0,1,18,3,0,0,1,2,1,Luton Town FC
12,C. Ogbene,0,0,0,0,1,1,0,1,11,4,0,0,1,1,,
13,C. Morris,0,0,0,0,0,2,2,0,9,0,0,0,1,1,1,Luton Town FC
14,C. Woodrow,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Luton Town FC
15,Đ. Petrović,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,Chelsea FC
16,Thiago Silva,0,0,0,0,0,0,0,0,49,0,1,0,0,0,0,Chelsea FC
17,A. Disasi,0,0,0,1,0,0,0,0,47,0,3,1,0,1,0,Chelsea FC
18,M. Gusto,0,0,0,1,0,0,0,0,42,1,1,0,1,5,0,Chelsea FC
19,N. Madueke,1,0,0,0,0,2,1,0,23,0,5,0,2,1,0,Chelsea FC
20,A. Broja,0,0,0,0,0,1,1,0,17,0,0,0,1,2,,Fulham FC
21,L. Colwill,0,0,0,0,0,0,0,0,37,0,7,0,1,1,,
22,M. Caicedo,0,0,0,0,0,0,0,0,39,0,5,0,3,1,0,Chelsea FC
23,C. Palmer,2,1,0,0,0,5,3,1,27,0,0,0,1,0,0,Chelsea FC
24,N. Jackson,0,1,0,0,0,2,2,0,28,0,0,0,3,2,0,Chelsea FC
25,C. Gallagher,0,0,0,0,2,2,1,1,45,1,3,0,6,1,0,Chelsea FC
26,C. Nkunku,0,0,0,0,0,0,0,0,4,0,0,0,2,0,,
27,E. Fernández,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,Chelsea FC
28,A. Gilchrist,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Chelsea FC
