,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,J. Lerma,0,0,0,0,0,1,1,0,37,1,2,0,0,0,1,Crystal Palace FC
1,J. Schlupp,0,0,0,0,0,2,2,0,14,0,0,0,1,2,1,Crystal Palace FC
2,T. Mitchell,0,1,0,0,1,0,0,0,38,1,0,0,1,1,1,Crystal Palace FC
3,M. Guéhi,0,0,0,0,0,0,0,0,54,0,2,0,1,0,,
4,J. Andersen,0,0,0,0,0,0,0,0,61,2,1,0,1,1,1,Crystal Palace FC
5,J. Ayew,0,0,0,0,1,2,2,0,32,5,6,0,3,5,1,Crystal Palace FC
6,C. Doucouré,0,0,0,0,0,0,0,0,35,0,6,0,1,0,,
7,O. Édouard,2,0,0,0,0,7,3,1,14,0,0,0,2,0,1,Crystal Palace FC
8,J. Ward,0,0,0,1,0,1,0,0,35,0,3,0,1,0,1,Crystal Palace FC
9,S. Johnstone,0,0,0,0,0,0,0,0,32,0,0,0,0,0,,
10,E. Eze,1,0,0,0,2,3,3,0,30,8,4,1,0,1,1,Crystal Palace FC
11,J. Mateta,0,2,0,0,0,0,0,0,7,0,0,0,1,0,1,Crystal Palace FC
12,W. Hughes,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,Crystal Palace FC
13,Matheus Cunha,1,0,0,0,0,2,1,1,30,1,1,0,0,1,0,Wolverhampton Wanderers FC
14,M. Lemina,0,0,0,0,0,0,0,0,51,1,5,0,1,0,0,Wolverhampton Wanderers FC
15,R. Aït-Nouri,0,0,0,1,0,0,0,0,49,0,5,0,1,4,0,Wolverhampton Wanderers FC
16,M. Kilman,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,Wolverhampton Wanderers FC
17,C. Dawson,0,0,0,0,0,1,0,0,74,0,1,0,0,1,,
18,Pablo Sarabia,0,0,0,0,0,1,0,0,22,2,1,2,0,0,0,Wolverhampton Wanderers FC
19,Pedro Neto,0,2,0,0,2,3,2,1,39,11,1,0,0,1,,
20,Nélson Semedo,0,0,0,1,0,1,0,0,49,5,6,0,3,0,0,Wolverhampton Wanderers FC
21,João Gomes,0,0,0,1,0,1,0,0,43,1,2,0,3,2,0,Wolverhampton Wanderers FC
22,José Sá,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,Wolverhampton Wanderers FC
23,Fábio Silva,0,0,0,0,0,2,0,0,22,0,1,0,2,1,,
24,Hwang Hee-Chan,1,0,0,0,0,1,1,0,12,0,1,0,0,0,0,Wolverhampton Wanderers FC
25,B. Traoré,0,0,0,0,0,0,0,0,15,0,1,0,2,0,0,Wolverhampton Wanderers FC
26,Hugo Bueno,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,Wolverhampton Wanderers FC
27,S. Kalajdžić,0,0,0,0,0,0,0,0,2,0,1,0,0,0,,
