,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Z. Amdouni,0,0,0,0,1,2,1,0,25,0,0,0,0,1,1,Burnley FC
1,J. Trafford,0,0,0,0,0,0,0,0,50,0,0,0,0,0,,
2,J. Rodríguez,0,0,0,0,0,2,0,2,9,0,0,0,0,2,1,Burnley FC
3,J. Beyer,0,0,0,0,0,1,0,1,101,0,0,0,0,0,,
4,J. Brownhill,0,0,0,0,0,0,0,0,41,2,4,0,1,0,1,Burnley FC
5,W. Odobert,0,0,0,0,1,1,0,1,25,2,4,0,1,2,1,Burnley FC
6,H. Delcroix,0,0,0,0,0,0,0,0,42,0,3,0,1,0,,
7,S. Berge,0,0,0,0,0,3,0,3,53,0,2,0,1,0,1,Burnley FC
8,D. O'Shea,0,0,0,0,0,0,0,0,97,0,2,0,1,1,1,Burnley FC
9,Vitinho,0,0,0,0,1,0,0,0,42,2,1,0,3,0,1,Burnley FC
10,J. Bruun Larsen,0,0,0,0,3,2,0,2,27,12,1,0,0,2,1,Burnley FC
11,L. Foster,0,0,0,0,1,2,1,0,5,1,1,0,0,0,1,Burnley FC
12,A. Al Dakhil,0,0,0,0,0,0,0,0,16,0,0,0,0,0,,
13,B. Manuel,0,0,0,0,1,0,0,0,3,2,0,0,0,0,1,Burnley FC
14,N. Redmond,0,0,0,0,0,0,0,0,4,1,0,0,1,0,,
15,M. Trésor,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,Burnley FC
16,B. Godfrey,0,0,0,0,0,0,0,0,31,0,1,1,1,0,0,Everton FC
17,M. Keane,1,0,0,0,0,3,2,0,40,0,0,0,0,0,0,Everton FC
18,D. Calvert-Lewin,0,0,0,0,1,1,1,0,9,0,0,2,1,2,0,Everton FC
19,N. Patterson,0,0,0,0,0,0,0,0,28,2,3,1,1,1,0,Everton FC
20,A. Doucouré,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,Everton FC
21,A. Onana,1,0,0,0,0,1,1,0,30,1,2,0,1,2,,Manchester United FC
22,J. Tarkowski,0,0,0,0,0,0,0,0,47,0,0,0,2,0,0,Everton FC
23,J. Pickford,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,Everton FC
24,D. McNeil,0,1,0,0,3,2,0,0,43,8,1,0,1,0,0,Everton FC
25,J. Garner,0,0,0,1,1,1,1,0,25,3,1,0,0,3,0,Everton FC
26,J. Harrison,0,0,0,0,1,0,0,0,24,1,2,0,0,1,0,Everton FC
27,L. Dobbin,0,0,0,0,0,0,0,0,5,0,2,0,0,0,,
28,Beto,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Everton FC
