,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Hwang Hee-Chan,0,0,0,0,0,1,0,0,15,0,3,1,4,3,1,Wolverhampton Wanderers FC
1,José Sá,0,0,0,0,0,0,0,0,21,0,0,0,0,1,1,Wolverhampton Wanderers FC
2,R. Aït-Nouri,0,0,0,1,3,2,0,2,43,8,2,1,1,3,1,Wolverhampton Wanderers FC
3,Matheus Cunha,0,1,0,0,2,3,0,1,30,2,2,1,2,1,1,Wolverhampton Wanderers FC
4,Toti Gomes,0,0,0,0,0,2,1,0,53,0,2,0,0,1,1,Wolverhampton Wanderers FC
5,C. Dawson,0,0,0,1,0,0,0,0,51,0,2,0,2,0,,
6,J. Bellegarde,0,0,0,0,2,1,0,0,24,10,2,0,0,2,,
7,M. Lemina,1,0,0,0,2,3,2,1,42,0,3,0,1,2,1,Wolverhampton Wanderers FC
8,M. Kilman,0,0,0,0,1,0,0,0,49,0,1,0,1,0,1,Wolverhampton Wanderers FC
9,Nélson Semedo,0,0,0,0,1,1,0,1,37,3,2,0,0,1,1,Wolverhampton Wanderers FC
10,João Gomes,0,0,0,1,0,2,0,2,48,2,2,0,3,1,1,Wolverhampton Wanderers FC
11,M. Doherty,0,0,0,1,0,0,0,0,8,1,0,0,2,0,1,Wolverhampton Wanderers FC
12,S. Kalajdžić,0,0,0,0,0,1,0,0,4,0,2,1,3,0,,
13,Pablo Sarabia,1,1,0,0,0,1,1,0,2,0,0,0,0,0,1,Wolverhampton Wanderers FC
14,T. Doyle,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,Wolverhampton Wanderers FC
15,Son Heung-Min,0,0,0,0,0,1,0,1,25,0,0,1,0,2,0,Tottenham Hotspur FC
16,Y. Bissouma,0,0,0,1,0,0,0,0,72,0,3,0,3,1,0,Tottenham Hotspur FC
17,E. Dier,0,0,0,0,0,0,0,0,81,0,2,0,0,0,,
18,Pedro Porro,0,1,0,0,0,0,0,0,61,6,4,0,2,2,0,Tottenham Hotspur FC
19,P. Højbjerg,0,0,0,0,1,0,0,0,85,1,1,0,1,3,0,Tottenham Hotspur FC
20,G. Vicario,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,Tottenham Hotspur FC
21,B. Davies,0,0,0,0,0,1,0,0,67,0,3,0,0,2,,
22,P. Sarr,0,0,0,0,0,0,0,0,36,0,0,0,0,1,0,Tottenham Hotspur FC
23,Emerson Royal,0,0,0,1,0,0,0,0,65,0,1,0,1,1,0,Tottenham Hotspur FC
24,B. Johnson,1,0,0,0,0,2,1,0,30,2,1,0,1,2,0,Tottenham Hotspur FC
25,D. Kulusevski,0,0,0,0,1,1,0,1,33,2,0,0,4,1,0,Tottenham Hotspur FC
26,R. Bentancur,0,0,0,1,0,0,0,0,14,0,3,0,1,0,0,Tottenham Hotspur FC
27,G. Lo Celso,0,0,0,0,1,1,1,0,13,0,1,0,2,3,0,Tottenham Hotspur FC
28,Bryan Gil,0,0,0,0,0,0,0,0,8,0,0,0,0,1,,
