,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,J. Lerma,0,0,0,0,0,4,0,0,55,3,2,0,0,1,1,Crystal Palace FC
1,T. Mitchell,0,0,0,0,0,0,0,0,10,1,2,0,0,0,1,Crystal Palace FC
2,O. Édouard,0,0,0,1,1,3,0,2,24,0,0,0,3,3,1,Crystal Palace FC
3,J. Schlupp,0,0,0,0,0,0,0,0,26,0,7,0,3,2,1,Crystal Palace FC
4,S. Johnstone,0,0,0,0,0,0,0,0,30,0,1,0,0,0,,
5,M. Guéhi,0,0,0,0,0,0,0,0,94,1,2,0,0,3,,
6,J. Ayew,0,0,0,0,2,6,3,3,34,2,2,0,2,3,1,Crystal Palace FC
7,M. Olise,0,0,0,0,0,2,0,1,48,8,2,0,1,4,1,Crystal Palace FC
8,J. Ward,0,0,0,0,0,0,0,0,29,2,0,0,0,0,1,Crystal Palace FC
9,C. Richards,0,0,0,0,0,0,0,0,50,0,3,0,0,0,1,Crystal Palace FC
10,J. Andersen,0,0,0,0,0,0,0,0,47,0,1,0,1,0,1,Crystal Palace FC
11,N. Clyne,0,0,0,0,0,0,0,0,39,0,1,0,0,0,1,Crystal Palace FC
12,W. Hughes,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,Crystal Palace FC
13,N. Ahamada,0,0,0,0,0,1,0,0,13,0,0,0,0,0,1,Crystal Palace FC
14,J. Mateta,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Crystal Palace FC
15,R. Christie,0,0,0,0,1,0,0,0,39,8,6,0,0,3,0,AFC Bournemouth
16,J. Kluivert,0,0,0,0,1,1,0,0,10,0,1,0,2,0,0,AFC Bournemouth
17,D. Solanke,0,0,0,0,3,2,1,1,12,0,0,0,0,0,0,AFC Bournemouth
18,I. Zabarnyi,0,0,0,1,0,0,0,0,44,0,1,0,3,1,0,AFC Bournemouth
19,L. Cook,0,0,0,0,0,0,0,0,40,1,2,0,1,1,0,AFC Bournemouth
20,M. Senesi,1,0,0,1,0,2,1,0,45,1,0,0,4,0,0,AFC Bournemouth
21,Neto,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,AFC Bournemouth
22,A. Smith,0,0,0,0,1,0,0,0,32,5,3,0,2,3,0,AFC Bournemouth
23,L. Sinisterra,0,1,0,0,0,3,0,1,23,0,2,0,0,0,0,AFC Bournemouth
24,A. Semenyo,0,0,0,0,2,1,1,0,22,2,2,0,1,1,0,AFC Bournemouth
25,M. Kerkez,0,0,0,0,0,0,0,0,27,0,1,0,2,0,0,AFC Bournemouth
26,M. Tavernier,0,0,0,0,0,0,0,0,12,1,0,0,1,0,0,AFC Bournemouth
27,P. Billing,0,1,0,0,1,0,0,0,9,0,0,0,0,0,0,AFC Bournemouth
28,Dango Ouattara,0,0,0,1,0,1,0,1,7,0,1,0,1,0,0,AFC Bournemouth
29,K. Moore,1,0,0,0,0,1,1,0,4,0,0,0,0,0,,
