,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,R. Christie,0,0,0,0,0,1,0,1,44,0,3,0,1,1,1,AFC Bournemouth
1,A. Scott,0,1,0,0,0,0,0,0,37,6,2,0,0,2,1,AFC Bournemouth
2,I. Zabarnyi,0,0,0,0,0,0,0,0,57,0,1,0,2,0,1,AFC Bournemouth
3,M. Senesi,0,0,0,0,0,0,0,0,62,1,1,0,1,0,1,AFC Bournemouth
4,Dango Ouattara,0,0,0,0,2,2,0,1,36,3,3,0,0,1,1,AFC Bournemouth
5,A. Smith,0,0,0,0,0,0,0,0,41,0,1,0,0,0,1,AFC Bournemouth
6,A. Semenyo,0,0,0,0,0,1,0,1,19,0,0,0,1,3,1,AFC Bournemouth
7,J. Kluivert,1,0,0,0,2,2,1,1,14,2,1,0,1,1,1,AFC Bournemouth
8,D. Solanke,1,0,0,0,1,3,1,2,18,0,1,2,2,0,1,AFC Bournemouth
9,M. Tavernier,0,0,0,0,1,5,0,2,23,1,0,0,1,1,1,AFC Bournemouth
10,Neto,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,AFC Bournemouth
11,P. Billing,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,AFC Bournemouth
12,L. Sinisterra,1,0,0,0,0,1,1,0,10,0,0,0,1,0,1,AFC Bournemouth
13,D. Brooks,0,1,0,0,0,1,1,0,3,0,0,1,0,0,,
14,A. Robinson,0,0,0,0,0,1,1,0,39,5,2,0,1,0,0,Fulham FC
15,Rodrigo Muniz,0,0,0,0,0,4,1,3,15,0,0,0,1,3,0,Fulham FC
16,T. Adarabioyo,0,0,0,0,0,0,0,0,54,0,1,0,0,2,0,Fulham FC
17,K. Tete,0,0,0,0,0,1,0,0,41,2,2,0,1,0,0,Fulham FC
18,B. De Cordova-Reid,0,0,0,0,1,1,0,1,37,2,1,0,1,0,0,Fulham FC
19,A. Iwobi,0,0,0,0,2,0,0,0,53,5,1,0,1,0,0,Fulham FC
20,João Palhinha,0,0,0,0,0,0,0,0,51,0,4,0,1,3,0,Fulham FC
21,C. Bassey,0,0,0,0,0,0,0,0,82,1,2,0,1,0,0,Fulham FC
22,B. Leno,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,Fulham FC
23,Andreas Pereira,0,0,0,1,2,1,1,0,37,6,0,0,1,1,0,Fulham FC
24,T. Cairney,0,0,0,0,0,0,0,0,75,1,3,0,1,0,0,Fulham FC
25,T. Castagne,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,Fulham FC
26,H. Wilson,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,Fulham FC
27,F. Ballo-Touré,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,
28,S. Lukić,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,Fulham FC
29,Carlos Vinícius,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,
