,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,D. Solanke,1,0,0,1,1,1,1,0,11,0,1,0,2,3,1,AFC Bournemouth
1,T. Adams,0,0,0,0,1,0,0,0,47,1,4,0,0,2,1,AFC Bournemouth
2,A. Smith,0,0,0,0,1,0,0,0,28,2,0,0,0,1,1,AFC Bournemouth
3,A. Semenyo,0,0,0,0,2,3,1,1,25,3,0,0,1,0,1,AFC Bournemouth
4,I. Zabarnyi,0,0,0,0,0,0,0,0,42,0,1,0,0,1,1,AFC Bournemouth
5,C. Mepham,0,0,0,0,0,0,0,0,39,0,3,0,3,0,1,AFC Bournemouth
6,M. Kerkez,0,0,0,0,0,0,0,0,23,1,0,0,2,2,1,AFC Bournemouth
7,Neto,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,AFC Bournemouth
8,J. Kluivert,0,0,0,0,0,2,1,1,12,1,1,0,4,0,1,AFC Bournemouth
9,M. Tavernier,0,0,0,0,1,2,1,0,27,4,2,0,1,1,1,AFC Bournemouth
10,L. Cook,0,0,0,0,2,3,0,2,42,10,1,0,1,0,1,AFC Bournemouth
11,L. Kelly,0,1,0,0,0,0,0,0,10,1,0,0,0,0,1,AFC Bournemouth
12,P. Billing,0,0,0,0,1,0,0,0,8,2,0,0,0,0,1,AFC Bournemouth
13,Dango Ouattara,0,0,0,0,0,0,0,0,5,1,1,0,0,1,1,AFC Bournemouth
14,E. Ünal,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,AFC Bournemouth
15,J. Garner,0,0,0,0,1,0,0,0,39,2,2,0,2,2,0,Everton FC
16,J. Branthwaite,0,0,0,0,0,0,0,0,42,0,2,0,0,1,0,Everton FC
17,D. McNeil,0,0,0,0,3,1,0,0,29,12,0,0,0,0,0,Everton FC
18,A. Onana,0,0,0,1,0,1,0,0,48,0,2,0,1,3,,Manchester United FC
19,S. Coleman,1,0,0,0,0,0,0,0,25,1,3,0,0,3,0,Everton FC
20,B. Godfrey,0,0,0,0,0,0,0,0,29,1,4,0,0,1,0,Everton FC
21,D. Calvert-Lewin,0,0,0,0,2,2,1,1,22,0,0,3,1,2,0,Everton FC
22,A. Doucouré,0,0,0,0,0,0,0,0,26,0,2,1,3,1,0,Everton FC
23,J. Pickford,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,Everton FC
24,J. Tarkowski,0,0,0,1,0,0,0,0,39,2,3,0,2,0,0,Everton FC
25,J. Harrison,0,0,0,0,1,1,0,0,21,2,3,0,0,0,0,Everton FC
26,André Gomes,0,0,0,0,1,0,0,0,13,3,2,0,1,1,0,Everton FC
27,A. Young,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,Everton FC
28,Beto,1,0,0,0,0,2,2,0,4,0,0,0,0,0,0,Everton FC
