,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,M. Kudus,0,0,0,1,0,2,1,1,17,2,2,1,3,2,1,West Ham United FC
1,V. Coufal,0,0,0,0,0,0,0,0,27,3,2,0,2,1,1,West Ham United FC
2,A. Areola,0,0,0,1,0,0,0,0,26,0,0,0,1,0,1,West Ham United FC
3,Emerson,0,0,0,0,0,0,0,0,26,2,4,0,0,0,1,West Ham United FC
4,B. Johnson,0,0,0,0,1,1,0,1,18,3,1,0,0,2,,Tottenham Hotspur FC
5,E. Álvarez,0,0,0,1,0,0,0,0,15,0,3,0,1,0,1,West Ham United FC
6,N. Aguerd,0,0,0,0,0,0,0,0,48,0,0,0,0,0,1,West Ham United FC
7,K. Zouma,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,West Ham United FC
8,T. Souček,0,0,0,0,0,0,0,0,23,0,2,0,3,2,1,West Ham United FC
9,J. Bowen,0,0,0,0,1,2,0,2,12,1,3,1,0,1,1,West Ham United FC
10,J. Ward-Prowse,0,0,0,0,0,0,0,0,28,1,0,0,0,0,1,West Ham United FC
11,K. Mavropanos,0,0,0,0,0,0,0,0,17,0,3,0,2,2,1,West Ham United FC
12,K. Phillips,0,0,0,1,0,0,0,0,14,0,1,0,5,1,1,West Ham United FC
13,A. Cresswell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,West Ham United FC
14,L. Trossard,1,0,0,0,1,5,2,0,35,1,2,0,0,1,0,Arsenal FC
15,David Raya,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,Arsenal FC
16,W. Saliba,1,0,0,0,0,1,1,0,76,1,0,0,0,0,0,Arsenal FC
17,Gabriel Magalhães,1,0,0,0,0,2,2,0,70,0,2,0,1,0,0,Arsenal FC
18,B. White,0,1,0,0,0,0,0,0,66,3,2,1,0,2,0,Arsenal FC
19,D. Rice,1,2,0,0,0,1,1,0,71,5,0,0,0,0,0,Arsenal FC
20,J. Kiwior,0,0,0,0,1,0,0,0,42,2,2,0,2,0,0,Arsenal FC
21,Gabriel Martinelli,0,0,0,0,1,2,0,1,27,1,0,0,1,3,0,Arsenal FC
22,M. Ødegaard,0,2,0,0,2,1,0,1,115,3,1,0,0,1,0,Arsenal FC
23,B. Saka,2,0,0,0,1,8,3,2,51,4,1,1,1,2,0,Arsenal FC
24,K. Havertz,0,0,0,0,0,2,1,0,46,0,1,0,0,2,0,Arsenal FC
25,E. Nketiah,0,0,0,0,0,1,1,0,8,0,0,0,4,1,0,Arsenal FC
26,Mohamed Elneny,0,0,0,0,0,2,1,0,25,0,0,0,1,0,,
27,R. Nelson,0,0,0,0,0,0,0,0,12,3,1,0,0,4,0,Arsenal FC
28,E. Nwaneri,0,0,0,0,0,0,0,0,18,0,0,0,1,1,,
29,Cédric Soares,0,0,0,0,0,0,0,0,9,1,0,0,0,0,,
