,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,R. Yates,0,0,0,0,0,1,0,0,55,0,5,0,2,4,1,Nottingham Forest FC
1,Murillo,0,0,0,0,0,1,0,0,49,1,0,0,1,0,1,Nottingham Forest FC
2,G. Montiel,0,1,0,0,1,0,0,0,32,2,0,0,0,0,1,Nottingham Forest FC
3,M. Niakhaté,0,0,0,0,0,0,0,0,50,2,4,0,0,0,1,Nottingham Forest FC
4,Danilo,0,0,0,0,0,1,0,1,37,0,3,0,0,1,1,Nottingham Forest FC
5,A. Elanga,0,1,0,0,2,0,0,0,25,3,5,0,1,3,1,Nottingham Forest FC
6,C. Wood,0,0,0,0,0,1,0,0,18,0,0,0,0,1,1,Nottingham Forest FC
7,M. Gibbs-White,1,0,0,1,0,1,1,0,33,6,1,1,1,1,1,Nottingham Forest FC
8,N. Domínguez,1,0,0,0,1,3,1,2,22,1,2,0,0,0,1,Nottingham Forest FC
9,O. Aina,0,0,0,0,0,0,0,0,27,0,5,0,2,0,1,Nottingham Forest FC
10,M. Turner,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,Nottingham Forest FC
11,N. Williams,0,0,0,0,0,0,0,0,8,1,1,0,0,1,1,Nottingham Forest FC
12,C. Hudson-Odoi,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,Nottingham Forest FC
13,O. Mangala,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,
14,W. Boly,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
15,H. Toffolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nottingham Forest FC
16,M. Rashford,1,0,0,0,0,1,1,0,20,1,2,1,0,1,0,Manchester United FC
17,Diogo Dalot,0,0,0,1,0,1,0,1,39,0,1,0,1,0,0,Manchester United FC
18,J. Evans,0,0,0,0,0,0,0,0,64,0,0,0,1,1,0,Manchester United FC
19,A. Onana,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,Manchester United FC
20,K. Mainoo,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,Manchester United FC
21,R. Varane,0,0,0,1,0,0,0,0,68,0,1,0,1,1,0,Manchester United FC
22,C. Eriksen,0,0,0,1,0,2,1,0,54,3,1,0,1,1,,
23,A. Wan-Bissaka,0,0,0,0,1,1,1,0,57,1,1,0,1,1,0,Manchester United FC
24,Bruno Fernandes,0,0,0,0,2,1,0,1,51,6,1,0,0,0,0,Manchester United FC
25,Antony,0,0,0,0,0,0,0,0,23,0,2,1,0,1,0,Manchester United FC
26,A. Garnacho,0,1,0,1,1,2,0,1,24,5,1,0,3,0,0,Manchester United FC
27,S. McTominay,0,0,0,0,1,1,1,0,20,0,3,0,1,2,0,Manchester United FC
28,A. Diallo,0,0,0,0,0,1,1,0,18,0,1,0,0,1,0,Manchester United FC
29,Sergio Reguilón,0,0,0,0,0,0,0,0,8,1,0,0,0,0,,Brentford FC
