,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,C. Dawson,0,0,0,1,0,2,1,0,37,0,2,0,2,1,,
1,Pedro Neto,0,0,0,0,1,2,0,1,31,4,1,0,1,1,,
2,M. Lemina,0,0,0,0,0,2,0,1,43,1,3,0,2,0,1,Wolverhampton Wanderers FC
3,Matheus Cunha,0,0,0,0,2,1,1,0,25,0,1,0,0,1,1,Wolverhampton Wanderers FC
4,José Sá,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,Wolverhampton Wanderers FC
5,João Gomes,0,0,0,0,0,1,0,1,17,1,0,0,0,0,1,Wolverhampton Wanderers FC
6,Fábio Silva,0,0,0,0,1,1,1,0,18,0,2,1,0,0,,
7,M. Kilman,0,0,0,1,0,0,0,0,64,0,1,0,3,0,1,Wolverhampton Wanderers FC
8,R. Aït-Nouri,0,0,0,0,0,1,0,0,38,0,5,0,0,1,1,Wolverhampton Wanderers FC
9,Nélson Semedo,0,0,0,0,0,1,0,0,43,2,4,0,2,1,1,Wolverhampton Wanderers FC
10,Matheus Nunes,0,0,1,2,0,1,0,0,58,2,0,1,1,2,,Manchester City FC
11,Hwang Hee-Chan,1,0,0,1,0,1,1,0,13,0,0,1,1,1,1,Wolverhampton Wanderers FC
12,Pablo Sarabia,0,1,0,0,1,1,1,0,15,6,1,1,1,1,1,Wolverhampton Wanderers FC
13,Toti Gomes,0,0,0,0,0,0,0,0,21,0,0,0,1,0,1,Wolverhampton Wanderers FC
14,Hugo Bueno,0,0,0,0,0,2,0,2,6,0,0,0,0,1,1,Wolverhampton Wanderers FC
15,D. Welbeck,0,0,0,0,0,2,1,0,22,0,0,1,1,2,0,Brighton & Hove Albion FC
16,P. Groß,0,0,0,1,0,0,0,0,64,1,0,0,1,0,0,Brighton & Hove Albion FC
17,B. Gilmour,0,0,0,0,0,0,0,0,74,1,4,0,2,0,,
18,A. Webster,0,0,0,1,0,0,0,0,54,0,3,0,0,1,,
19,L. Dunk,0,0,0,0,0,0,0,0,78,0,3,0,0,0,0,Brighton & Hove Albion FC
20,J. Milner,0,0,0,1,0,0,0,0,26,0,2,0,1,0,,
21,J. Steele,0,0,0,0,0,0,0,0,41,0,0,0,0,0,,
22,J. Enciso,0,2,0,1,0,4,1,1,24,0,0,1,0,3,0,Brighton & Hove Albion FC
23,P. Estupiñán,1,1,0,1,0,2,1,0,45,3,2,0,2,1,0,Brighton & Hove Albion FC
24,S. March,2,0,0,0,2,5,4,1,21,4,4,2,1,1,,
25,K. Mitoma,1,1,0,0,1,1,1,0,28,0,2,1,0,1,,
26,J. Veltman,0,0,0,0,0,0,0,0,21,0,2,0,1,2,0,Brighton & Hove Albion FC
27,João Pedro,0,0,0,1,0,1,0,1,10,0,2,1,0,2,0,Brighton & Hove Albion FC
28,E. Ferguson,0,0,0,0,0,1,0,0,3,0,0,1,2,1,0,Brighton & Hove Albion FC
29,A. Lallana,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,Brighton & Hove Albion FC
30,Mahmoud Dahoud,0,0,0,0,0,0,0,0,22,0,1,0,0,0,,
