,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Z. Amdouni,1,1,0,0,0,2,2,0,24,0,2,0,0,3,1,Burnley FC
1,J. Trafford,0,0,0,0,0,0,0,0,48,0,0,0,0,0,,
2,J. Rodríguez,1,0,0,0,1,2,1,0,28,1,0,1,1,0,1,Burnley FC
3,C. Taylor,0,1,0,0,1,0,0,0,57,2,0,0,0,0,1,Burnley FC
4,J. Brownhill,1,0,0,0,0,2,2,0,60,0,3,0,0,2,1,Burnley FC
5,S. Berge,0,0,0,0,0,0,0,0,53,0,0,0,2,0,1,Burnley FC
6,Vitinho,0,0,0,0,1,2,0,1,56,7,2,1,0,1,1,Burnley FC
7,J. Bruun Larsen,1,0,0,0,1,4,1,3,32,4,0,0,2,1,1,Burnley FC
8,J. Beyer,0,1,0,1,0,1,0,1,57,0,3,0,1,0,,
9,L. Koleosho,1,0,0,0,0,3,1,0,23,3,0,1,2,0,,
10,D. O'Shea,0,1,0,1,0,1,0,0,74,2,0,0,2,2,1,Burnley FC
11,J. Guðmunds­son,0,0,0,0,1,1,0,1,19,3,0,0,0,1,1,Burnley FC
12,M. Trésor,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,Burnley FC
13,M. Obafemi,0,0,0,0,0,1,0,0,4,0,0,0,0,0,,
14,N. Redmond,0,0,0,0,0,0,0,0,14,0,0,0,0,0,,
15,H. Ekdal,0,0,0,0,1,0,0,0,16,0,0,0,0,1,1,Burnley FC
16,J. Robinson,0,0,0,0,0,0,0,0,49,1,0,0,0,1,0,Sheffield United FC
17,G. Hamer,0,0,0,1,0,1,0,0,29,1,2,0,1,0,0,Sheffield United FC
18,G. Baldock,0,0,0,0,0,0,0,0,12,0,1,0,0,0,,
19,Wesley Andrew Foderingham,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,
20,J. Fleck,0,0,0,1,0,0,0,0,18,0,1,0,1,0,,
21,O. Norwood,0,0,0,0,0,1,1,0,52,1,3,0,1,0,0,Sheffield United FC
22,O. McBurnie,0,0,1,2,0,0,0,0,8,0,0,0,2,2,0,Sheffield United FC
23,A. Trusty,0,0,0,0,0,0,0,0,37,0,0,1,1,1,0,Sheffield United FC
24,A. Ahmedhodžić,0,0,0,1,0,0,0,0,38,0,2,0,2,1,0,Sheffield United FC
25,C. Archer,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,Sheffield United FC
26,L. Thomas,0,0,0,1,0,0,0,0,14,0,1,0,1,2,,
27,J. Bogle,0,0,0,0,0,0,0,0,14,1,1,0,0,1,0,Sheffield United FC
28,J. McAtee,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,Sheffield United FC
29,B. Traoré,0,0,0,0,0,0,0,0,3,1,0,0,1,0,,Wolverhampton Wanderers FC
30,W. Osula,0,0,0,1,1,3,2,0,9,0,0,0,2,0,0,Sheffield United FC
