,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Dango Ouattara,0,0,0,0,0,1,0,0,49,3,4,0,1,1,1,AFC Bournemouth
1,R. Christie,0,1,0,0,2,3,0,2,54,4,4,0,2,2,1,AFC Bournemouth
2,D. Solanke,1,0,0,0,1,3,1,0,19,0,0,0,0,1,1,AFC Bournemouth
3,C. Mepham,0,1,0,0,0,0,0,0,58,0,1,0,3,0,1,AFC Bournemouth
4,A. Scott,0,0,0,0,0,0,0,0,19,4,1,0,0,0,1,AFC Bournemouth
5,L. Sinisterra,0,0,0,0,3,4,2,2,18,2,1,0,0,0,1,AFC Bournemouth
6,A. Semenyo,2,0,0,0,1,5,2,2,35,3,1,0,2,0,1,AFC Bournemouth
7,A. Smith,0,0,0,1,1,0,0,0,29,3,3,0,1,1,1,AFC Bournemouth
8,L. Cook,0,0,0,0,0,1,1,0,34,8,2,0,1,0,1,AFC Bournemouth
9,Neto,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,AFC Bournemouth
10,I. Zabarnyi,1,0,0,0,0,1,1,0,53,1,0,0,1,2,1,AFC Bournemouth
11,E. Ünal,0,1,0,0,0,4,3,0,8,0,0,1,4,2,1,AFC Bournemouth
12,M. Tavernier,0,0,0,0,3,2,0,2,17,4,0,0,1,0,1,AFC Bournemouth
13,T. Adams,0,0,0,0,0,0,0,0,13,0,0,0,0,1,1,AFC Bournemouth
14,P. Billing,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,AFC Bournemouth
15,J. Hill,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,
16,C. Morris,0,0,0,0,0,3,1,1,30,0,0,0,3,5,0,Luton Town FC
17,R. Barkley,1,0,0,0,1,2,1,0,30,2,1,0,0,1,0,Luton Town FC
18,R. Burke,0,0,0,0,0,1,0,0,27,0,5,0,2,0,0,Luton Town FC
19,C. Ogbene,1,0,0,1,0,1,1,0,19,1,2,0,1,1,,
20,J. Clark,0,1,0,1,0,0,0,0,21,1,2,0,0,1,0,Luton Town FC
21,I. Kaboré,0,1,0,0,1,0,0,0,31,3,2,0,1,2,0,Luton Town FC
22,T. Kaminski,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,Luton Town FC
23,D. Hashioka,0,0,0,0,0,0,0,0,18,0,1,0,0,1,0,Luton Town FC
24,T. Chong,1,0,0,0,1,1,1,0,15,0,2,1,0,1,0,Luton Town FC
25,A. Doughty,0,1,0,0,0,0,0,0,27,7,1,0,1,0,0,Luton Town FC
26,T. Mengi,0,0,0,0,0,0,0,0,29,0,1,0,1,2,0,Luton Town FC
27,P. Mpanzu,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,Luton Town FC
28,C. Woodrow,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,Luton Town FC
29,L. Berry,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,Luton Town FC
30,A. Townsend,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,Luton Town FC
