,Player,G,A,RC,YC,Crn,S,SOnT,BS,P,C,Tk,O,FC,FW,Team,Club
0,Rodri,1,0,0,0,1,5,1,3,93,1,3,0,0,4,1,Manchester City FC
1,N. Aké,0,0,0,0,1,0,0,0,97,2,0,0,0,3,1,Manchester City FC
2,J. Álvarez,0,0,0,0,1,5,0,3,42,2,1,0,0,0,1,Manchester City FC
3,K. De Bruyne,0,0,0,0,4,1,0,0,64,22,0,0,0,1,1,Manchester City FC
4,J. Doku,0,0,0,0,2,3,1,1,66,7,2,0,2,1,1,Manchester City FC
5,Rúben Dias,0,0,0,0,0,1,1,0,105,0,3,0,2,0,1,Manchester City FC
6,M. Akanji,0,0,0,0,0,0,0,0,66,1,1,0,0,2,1,Manchester City FC
7,K. Walker,0,0,0,0,0,2,0,1,60,3,1,0,1,0,,
8,E. Haaland,0,0,0,0,1,9,2,2,12,0,1,0,1,0,1,Manchester City FC
9,Ederson,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,Manchester City FC
10,P. Foden,0,0,0,0,1,3,0,3,55,5,3,0,0,1,1,Manchester City FC
11,Bernardo Silva,0,0,0,1,1,2,0,1,17,4,0,0,1,0,1,Manchester City FC
12,E. Fernández,0,0,0,0,0,1,0,0,33,0,4,0,1,0,0,Chelsea FC
13,L. Colwill,0,0,0,0,0,0,0,0,31,0,2,0,0,0,,
14,N. Jackson,0,1,0,0,0,1,1,0,20,1,0,1,0,0,0,Chelsea FC
15,M. Gusto,0,0,0,0,0,0,0,0,29,3,8,1,1,1,0,Chelsea FC
16,M. Caicedo,0,0,0,1,0,0,0,0,33,0,4,0,3,2,0,Chelsea FC
17,C. Palmer,0,0,0,1,0,0,0,0,20,1,2,0,2,0,0,Chelsea FC
18,C. Gallagher,0,0,0,0,1,1,0,0,32,1,4,0,2,2,0,Chelsea FC
19,Đ. Petrović,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0,Chelsea FC
20,B. Chilwell,0,0,0,0,0,1,1,0,24,2,1,2,0,1,0,Chelsea FC
21,R. Sterling,1,0,0,0,0,3,3,0,10,0,1,0,2,1,0,Chelsea FC
22,A. Disasi,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,Chelsea FC
23,C. Nkunku,0,0,0,0,0,2,1,1,4,0,0,1,0,0,,
24,T. Chalobah,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,Chelsea FC
25,C. Casadei,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,Chelsea FC
